"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Wealth","Sex","Location","Language","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel3_m","rlevel4_m","rlevel1_se","rlevel2_se","rlevel3_se","rlevel4_se","rlevel1_no","rlevel2_no","rlevel3_no","rlevel4_no","slevel1_m","slevel2_m","slevel3_m","slevel4_m","slevel1_se","slevel2_se","slevel3_se","slevel4_se","slevel1_no","slevel2_no","slevel3_no","slevel4_no"
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","1",,"Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.2741,0.0165,0,0,0.0397,0.0094,0,0,120,6,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","1",,"Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.1961,0.0051,1e-04,0,0.0312,0.0045,6e-04,0,84,4,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","2",,"Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.2959,0.0219,0,0,0.0326,0.0085,0,0,176,15,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","2",,"Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.2064,0.0074,0,0,0.0311,0.0061,0,0,77,4,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","3",,"Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.3336,0.0403,0.0021,0,0.0286,0.0102,0.0023,0,195,16,2,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","3",,"Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.1841,0.0082,0,0,0.0329,0.0094,0,0,60,0,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","4",,"Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.3345,0.0467,0.0018,0,0.0267,0.0117,0.0025,0,215,22,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","4",,"Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.2147,0.0188,0.0013,0,0.0336,0.0101,0.0042,0,60,6,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","5",,"Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.5113,0.1752,0.0338,0.0011,0.0283,0.0213,0.0104,0.0017,377,113,20,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Location","5",,"Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.2597,0.0331,0,0,0.0508,0.0242,0,0,40,5,0,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","1",,"Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.3178,0.0462,0.0016,0,0.0657,0.0217,0.0038,0,75,13,1,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","1",,"Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.126,0.0032,0,0,0.0215,0.0023,0,0,112,3,0,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","2",,"Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.4513,0.0526,0.0011,0,0.0626,0.0203,0.003,0,158,19,0,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","2",,"Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.1643,0.0129,2e-04,0,0.0329,0.0063,9e-04,0,81,7,0,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","3",,"Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.486,0.1059,0.0051,0,0.0566,0.0295,0.0044,0,207,49,2,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","3",,"Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.2357,0.025,7e-04,0,0.042,0.0107,0.0015,0,92,8,0,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","4",,"Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.5499,0.1643,0.0188,2e-04,0.0618,0.0451,0.0103,0.0011,252,70,8,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","4",,"Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.2994,0.0545,0.0045,0,0.0455,0.0159,0.0037,0,111,27,1,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","5",,"Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.5929,0.2137,0.0186,0,0.0705,0.0515,0.0104,0,281,108,10,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Location","5",,"Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.4628,0.1209,0.0082,0,0.0605,0.0287,0.0075,0,153,50,5,0
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.7297,0.2545,0.0393,0.0026,0.0257,0.0208,0.0095,0.0022,818,281,39,3
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","1",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.4597,0.0561,0.0014,0,0.2272,0.0814,0.0077,0,6,1,1,0
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.7697,0.2842,0.0391,0.0022,0.0176,0.0197,0.0085,0.0022,839,324,36,2
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","2",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.6641,0.1572,0,0,0.1788,0.195,0,0,8,1,0,0
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.8122,0.3691,0.0797,0.0069,0.0188,0.0212,0.0112,0.0036,869,398,79,8
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","3",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.7923,0.4934,0.2431,0.1621,0.1246,0.2632,0.229,0.2258,5,3,1,1
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.8853,0.5322,0.1623,0.0172,0.0138,0.0267,0.0181,0.0061,955,539,145,19
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","4",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.7718,0.4347,0.1305,0.0518,0.1383,0.1666,0.1188,0.0815,11,5,2,1
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.9558,0.7395,0.3031,0.0397,0.0097,0.0217,0.0253,0.0086,1036,778,308,40
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Language","5",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.8861,0.6642,0.3944,0.1482,0.1443,0.1817,0.1549,0.1178,13,10,6,1
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.5575,0.0879,0.0019,0,0.0347,0.0174,0.0037,0,504,71,3,0
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","1",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.4189,0.0332,0.0014,0,0.0764,0.0205,0.0034,0,82,9,0,0
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.6111,0.1297,0.0043,0,0.0308,0.0234,0.0031,0,536,111,6,0
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","2",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.3902,0.0381,7e-04,0,0.0665,0.0214,0.0031,0,47,7,0,0
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.7018,0.1882,0.0107,3e-04,0.024,0.0181,0.0047,7e-04,648,176,14,0
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","3",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.4023,0.0508,0,0,0.1004,0.0428,0,0,29,4,0,0
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.8109,0.3191,0.0399,0.0013,0.0208,0.0287,0.0104,0.0016,770,291,38,0
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","4",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.4217,0.0895,0.0033,0,0.1375,0.0662,0.0106,0,13,4,1,0
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.916,0.535,0.1288,0.0038,0.0168,0.0451,0.0273,0.0038,847,484,110,4
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Language","5",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.6413,0.2246,0.0518,0,0.1318,0.0843,0.0476,0,20,7,1,0
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.646,0.1338,0.0078,0,0.0259,0.0166,0.0037,0,584,124,6,0
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","1",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.2632,0.015,0,0,0.1831,0.063,0,0,4,0,0,0
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.6697,0.1629,0.0061,3e-04,0.0241,0.017,0.0035,8e-04,616,143,7,1
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","2",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.2904,0.0394,0,0,0.1993,0.0619,0,0,3,1,0,0
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.718,0.2059,0.0191,0.0014,0.0233,0.0227,0.0065,0.0013,654,195,21,1
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","3",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.4538,0.1503,0.0097,0,0.1548,0.1193,0.0439,0,7,1,0,0
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.7409,0.2613,0.0477,0.0029,0.025,0.0271,0.0153,0.0028,645,238,51,1
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","4",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.3669,0.113,0,0,0.1546,0.0842,0,0,12,3,0,0
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.8793,0.536,0.1563,0.0149,0.0204,0.041,0.0352,0.007,755,474,152,19
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Language","5",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.678,0.3694,0.0728,0,0.1253,0.1212,0.0585,0,21,11,3,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.3877,0.0165,0,0,0.0289,0.0091,0,0,313,12,0,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","1",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.1968,0,0,0,0.1177,0,0,0,7,0,0,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.4615,0.0375,0,0,0.0278,0.0109,0,0,411,35,0,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","2",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.2622,0.027,0,0,0.118,0.0461,0,0,10,1,0,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.4862,0.0532,8e-04,0,0.0261,0.0122,0.0014,0,429,45,1,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","3",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.2311,0.0072,0,0,0.1551,0.0326,0,0,3,0,0,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.5358,0.0616,5e-04,0,0.0294,0.0124,0.001,0,485,49,0,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","4",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.3839,0.0221,0,0,0.1683,0.0452,0,0,11,2,0,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.6105,0.1065,0.0036,0,0.0291,0.0157,0.0026,0,565,106,3,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Wealth & Language","5",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.5788,0.0816,0,0,0.1123,0.0582,0,0,23,4,0,0
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.6153,0.1612,0.0181,9e-04,0.0457,0.03,0.0121,0.003,179,46,3,0
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","1",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.5008,0.0897,0.0071,0,0.039,0.0174,0.0054,0,257,48,2,0
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.6747,0.2009,0.0319,7e-04,0.0376,0.0281,0.0123,0.0015,285,89,14,1
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","2",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.558,0.1448,0.0112,6e-04,0.0443,0.0257,0.0079,0.002,201,58,5,0
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.7044,0.2884,0.0374,7e-04,0.0368,0.0318,0.0111,0.0017,370,143,21,0
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","3",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.5066,0.1156,0.0157,2e-04,0.0505,0.0351,0.0183,0.0011,144,36,3,0
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.804,0.4039,0.0814,0.0035,0.0263,0.0302,0.016,0.0034,488,245,44,4
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","4",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.594,0.1795,0.016,0.0013,0.06,0.0515,0.0165,0.0033,107,37,3,0
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.8864,0.5516,0.1373,0.0079,0.0174,0.0349,0.0236,0.0058,594,371,94,4
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Wealth & Language","5",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.6803,0.2384,0.0367,0.0058,0.0769,0.0616,0.0205,0.0104,81,36,5,1
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.2185,0.0355,0.0035,0,0.1241,0.0431,0.0169,0,3,1,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","1",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.2312,0.0097,0,0,0.0253,0.0046,0,0,201,9,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.3225,0.0275,0,0,0.1165,0.044,0,0,4,1,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","2",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.2572,0.0156,0,0,0.0231,0.0057,0,0,249,18,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.3453,0.0342,0.0027,0,0.0954,0.0259,0.0088,0,18,3,1,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","3",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.2757,0.0284,0.0013,0,0.0215,0.008,0.0014,0,237,13,1,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.4165,0.0946,0.0041,0,0.0789,0.0346,0.011,0,30,5,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","4",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.2891,0.0337,0.0015,0,0.0237,0.0087,0.0023,0,245,23,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.6972,0.3071,0.0643,0.0025,0.0554,0.0544,0.0308,0.0073,96,43,7,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Wealth & Language","5",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.4145,0.1155,0.0197,6e-04,0.0219,0.0159,0.0092,0.0012,321,75,13,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","1",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.3268,0.0205,0,0,0.1213,0.0299,0,0,14,1,0,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","1",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.1491,0.0101,3e-04,0,0.0204,0.0039,7e-04,0,170,15,1,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","2",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.3807,0.0458,0.0017,0,0.0807,0.0258,0.0076,0,37,5,0,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","2",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.2528,0.0251,4e-04,0,0.0293,0.0084,0.001,0,198,20,0,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","3",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.4545,0.1037,0.0063,0,0.0787,0.0364,0.0084,0,65,11,1,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","3",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.3236,0.0522,0.0014,0,0.0379,0.0144,0.0018,0,220,43,0,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","4",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.5514,0.1902,0.016,0,0.0713,0.0615,0.0141,0,94,31,3,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","4",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.4003,0.0907,0.0104,2e-04,0.0409,0.0217,0.0054,7e-04,253,60,6,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","5",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.7042,0.2739,0.0257,0,0.053,0.0524,0.0149,0,201,85,9,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Wealth & Language","5",,,"No",,,,,,,,,,,,,,,,,,,,,,,,,0.434,0.1065,0.0061,0,0.0539,0.0267,0.0047,0,206,64,5,0
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.8037,0.3993,0.0988,0.0092,0.0171,0.0245,0.0131,0.0035,1815,882,192,14
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.7638,0.3386,0.0799,0.0132,0.0373,0.0379,0.0232,0.0093,413,179,48,7
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.8391,0.4615,0.1499,0.017,0.0135,0.023,0.0172,0.0055,1981,1065,300,46
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.8546,0.487,0.1511,0.0228,0.033,0.046,0.0249,0.0065,465,249,83,9
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.7401,0.2791,0.0424,9e-04,0.0238,0.0348,0.0144,0.0017,1322,467,62,2
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.458,0.0527,1e-04,0,0.0438,0.0145,3e-04,0,320,34,1,0
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.8022,0.3262,0.0546,0.0019,0.0238,0.0272,0.0106,0.0015,1464,604,109,2
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.4792,0.0792,0.0019,0,0.041,0.015,0.0013,0,477,78,3,0
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.725,0.2513,0.0409,0.0025,0.0214,0.0224,0.0099,0.0015,1459,504,94,8
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.5915,0.1305,0.0139,0,0.038,0.0241,0.0074,0,345,78,6,0
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.7701,0.3141,0.0693,0.007,0.0212,0.0275,0.0166,0.0033,1313,558,133,13
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.6223,0.1669,0.0148,7e-04,0.0297,0.0232,0.0083,0.0012,324,78,10,1
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.6529,0.1032,0.0029,0,0.032,0.0209,0.003,0,485,76,3,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.4273,0.0299,2e-04,0,0.0226,0.0068,5e-04,0,746,62,0,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.6414,0.1047,0.0028,0,0.0332,0.0205,0.003,0,419,72,1,0
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.3908,0.0354,1e-04,0,0.0226,0.0078,3e-04,0,641,45,0,0
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.6694,0.2612,0.0453,0.0015,0.0242,0.0278,0.0111,0.0018,1145,444,66,1
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.451,0.124,0.0105,2e-04,0.0492,0.0332,0.0089,3e-04,316,86,8,0
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.7048,0.3073,0.0615,0.0036,0.0235,0.0244,0.0107,0.002,1093,489,94,5
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.4803,0.1338,0.023,0.0012,0.0417,0.0266,0.0075,0.0011,387,158,32,4
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.3501,0.0656,0.0067,2e-04,0.0175,0.0084,0.0025,5e-04,635,101,13,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.1917,0.0106,3e-04,0,0.0215,0.0057,0.001,0,186,10,0,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.0557,0.0099,3e-04,0.0243,0.0081,0.004,6e-04,519,75,10,0
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.2125,0.0114,1e-04,0,0.0216,0.0049,4e-04,0,186,10,0,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.5152,0.135,0.0095,1e-04,0.054,0.034,0.0051,4e-04,619,157,13,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.1824,0.0202,0.0016,0,0.0233,0.0071,0.0015,0,271,40,3,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,,,,,,,,,,,,,0.4213,0.0903,0.0085,0,0.0477,0.028,0.0055,0,425,112,8,0
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,,,,,,,,,,,,,0.1974,0.0304,0.0014,0,0.0271,0.0087,0.0011,0,333,62,3,0
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Language",,"Female",,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,0.8003,0.3909,0.0953,0.0093,0.0149,0.0216,0.0116,0.0031,2191,1045,236,19
