"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","slevel1_m","slevel2_m","slevel3_m","slevel4_m","slevel1_se","slevel2_se","slevel3_se","slevel4_se","slevel1_no","slevel2_no","slevel3_no","slevel4_no"
"ARE",2019,8,"Primary","TIMSS","United Arab Emirates",784,"Sex & Language & Wealth","Male",,"Yes","4",0.8554,0.6846,0.4318,0.2236,0.0525,0.0817,0.0905,0.0682,118,88,53,28,,,,,,,,,,,,
"ARE",2019,8,"Primary","TIMSS","United Arab Emirates",784,"Sex & Language & Wealth","Male",,"Yes","5",0.9204,0.8064,0.5703,0.3716,0.0353,0.0679,0.1025,0.1229,67,53,32,23,,,,,,,,,,,,
"ARE",2019,8,"Primary","TIMSS","United Arab Emirates",784,"Sex & Language & Wealth","Male",,"No","1",0.9038,0.7845,0.0753,0.0188,0.0935,0.1566,0.0971,0.0628,8,4,1,0,,,,,,,,,,,,
"ARE",2019,8,"Primary","TIMSS","United Arab Emirates",784,"Sex & Language & Wealth","Male",,"No","2",0.6245,0.2737,0.0491,0.011,0.2074,0.2102,0.1333,0.0135,6,4,1,1,,,,,,,,,,,,
"ARE",2019,8,"Primary","TIMSS","United Arab Emirates",784,"Sex & Language & Wealth","Male",,"No","4",0.9109,0.8733,0.8041,0.4841,0.1233,0.1526,0.2498,0.4093,8,7,6,2,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Female",,"Yes","1",0.8152,0.484,0.1584,0.045,0.0326,0.0285,0.019,0.0085,466,292,115,50,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Female",,"Yes","2",0.9367,0.7208,0.276,0.1019,0.0131,0.0293,0.0278,0.0171,626,487,218,92,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Female",,"Yes","3",0.9536,0.7637,0.4038,0.1887,0.0132,0.0305,0.0321,0.0247,694,587,340,166,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Female",,"Yes","4",0.9855,0.8568,0.5199,0.2638,0.0103,0.0274,0.0448,0.033,523,465,292,151,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Female",,"Yes","5",0.9914,0.8732,0.6085,0.343,0.0071,0.0308,0.0373,0.039,459,423,304,164,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Female",,"No","1",0.8226,0.6225,0.1384,0.0829,0.1678,0.2257,0.1068,0.0692,6,6,2,2,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Female",,"No","3",1,1,0.9747,0.9368,0,0,0.0567,0.0667,8,8,7,7,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Female",,"No","5",1,1,0.975,0.6832,0,0,0.0848,0.2364,10,10,9,5,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Male",,"Yes","1",0.7654,0.4275,0.168,0.0738,0.0307,0.0308,0.0202,0.0184,484,306,150,59,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Male",,"Yes","2",0.9077,0.7124,0.3688,0.1612,0.0242,0.0315,0.0348,0.0263,515,413,234,108,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Male",,"Yes","3",0.9473,0.8153,0.5168,0.2815,0.0158,0.0248,0.0352,0.0363,621,546,382,223,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Male",,"Yes","4",0.9749,0.8403,0.5711,0.3464,0.0121,0.0329,0.0455,0.0468,458,417,308,196,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Male",,"Yes","5",0.9793,0.9158,0.689,0.4485,0.0112,0.021,0.0384,0.0505,426,398,325,215,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Male",,"No","1",0.7225,0.6353,0.1381,0.0568,0.1851,0.1447,0.1338,0.0804,8,8,3,2,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Male",,"No","3",0.9733,0.9467,0.4884,0.4156,0.0609,0.0726,0.3014,0.2655,6,6,4,3,,,,,,,,,,,,
"AUS",2019,8,"Primary","TIMSS","Australia",36,"Sex & Language & Wealth","Male",,"No","4",1,1,0.7015,0.6918,0,0,0.2657,0.265,7,7,6,6,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Female",,"Yes","1",0.8085,0.5561,0.2426,0.0913,0.0239,0.0338,0.0306,0.0197,284,190,81,28,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Female",,"Yes","2",0.8033,0.5668,0.2441,0.0731,0.0272,0.0336,0.0273,0.014,343,246,112,33,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Female",,"Yes","3",0.8138,0.5862,0.3071,0.1208,0.0268,0.0355,0.0322,0.0199,298,217,108,49,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Female",,"Yes","4",0.8688,0.6559,0.3592,0.1624,0.018,0.0231,0.0224,0.0232,531,393,205,96,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Female",,"Yes","5",0.8625,0.7232,0.4583,0.2367,0.0332,0.0434,0.0412,0.0388,190,150,92,45,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Female",,"No","1",0.8288,0.5891,0.1637,0,0.1167,0.1675,0.1609,0,10,7,0,0,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Female",,"No","2",0.8291,0.5071,0.2204,0.094,0.0896,0.1476,0.1224,0.0826,12,7,4,2,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Female",,"No","3",0.7956,0.5448,0.0427,0,0.1973,0.1854,0.0529,0,7,5,2,0,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Female",,"No","4",0.8001,0.5114,0.3726,0.0283,0.1278,0.1575,0.1539,0.0743,11,9,5,0,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Male",,"Yes","1",0.7135,0.4624,0.1428,0.0429,0.0295,0.0334,0.0251,0.013,311,211,66,20,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Male",,"Yes","2",0.7206,0.4731,0.186,0.0683,0.0289,0.026,0.025,0.0133,277,185,80,26,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Male",,"Yes","3",0.7349,0.5008,0.1984,0.0716,0.0458,0.047,0.0227,0.0148,258,182,85,28,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Male",,"Yes","4",0.7948,0.5808,0.2615,0.0985,0.0244,0.0294,0.0226,0.0175,424,308,140,50,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Male",,"Yes","5",0.8052,0.6194,0.3595,0.1423,0.037,0.0467,0.046,0.0397,170,124,70,29,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Male",,"No","1",0.5736,0.2474,0.0855,0.017,0.1213,0.0792,0.0798,0.0172,18,8,2,1,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Male",,"No","2",0.7364,0.5229,0.1938,0,0.2694,0.2876,0.1831,0,10,7,1,0,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Male",,"No","3",0.8845,0.7154,0.3205,0.1087,0.0934,0.1397,0.149,0.0882,18,16,4,2,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Male",,"No","4",0.8758,0.7039,0.2286,0.0828,0.0665,0.1165,0.1157,0.0806,20,16,6,1,,,,,,,,,,,,
"BHR",2019,8,"Primary","TIMSS","Bahrain",48,"Sex & Language & Wealth","Male",,"No","5",0.6353,0.4909,0.2654,0.0924,0.1884,0.1787,0.1604,0.109,9,7,4,0,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Female",,"Yes","1",0.908,0.6075,0.2052,0.0653,0.0284,0.0439,0.0297,0.0192,191,128,44,14,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Female",,"Yes","2",0.9455,0.695,0.3161,0.1032,0.0258,0.0463,0.0433,0.0265,229,172,80,24,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Female",,"Yes","3",0.9671,0.815,0.4719,0.2047,0.0161,0.0315,0.0525,0.038,354,286,140,63,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Female",,"Yes","4",0.98,0.9127,0.5965,0.3088,0.0161,0.0284,0.0578,0.0548,210,191,125,63,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Female",,"Yes","5",0.9961,0.9642,0.6882,0.371,0.0069,0.0181,0.0499,0.0565,147,141,101,51,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Female",,"No","1",1,0.6023,0.3434,0.1868,0,0.3119,0.2417,0.2311,8,6,2,1,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Female",,"No","2",0.9886,0.7195,0.4322,0.1859,0.0377,0.2113,0.1663,0.1514,20,16,9,3,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Female",,"No","3",0.9938,0.9364,0.8037,0.7304,0.0168,0.0924,0.2262,0.2959,14,14,9,6,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Male",,"Yes","1",0.8659,0.571,0.23,0.0904,0.0393,0.0454,0.0387,0.0244,206,138,57,18,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Male",,"Yes","2",0.9573,0.7192,0.3186,0.1257,0.022,0.0418,0.0406,0.0273,244,176,84,27,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Male",,"Yes","3",0.9852,0.8824,0.6165,0.3034,0.0102,0.0271,0.0437,0.0519,273,241,162,69,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Male",,"Yes","4",0.9948,0.9282,0.591,0.2818,0.0089,0.0217,0.0549,0.0561,170,159,100,48,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Male",,"Yes","5",0.983,0.9598,0.6854,0.3709,0.0167,0.0231,0.0757,0.0826,124,120,88,51,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Male",,"No","1",0.9155,0.7245,0.3184,0,0.176,0.2186,0.3067,0,6,4,0,0,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Male",,"No","2",0.9418,0.745,0.2769,0.0962,0.0889,0.2026,0.128,0.0921,11,9,4,1,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Male",,"No","3",1,0.9265,0.589,0.4382,0,0.0735,0.1346,0.1562,15,14,8,5,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Male",,"No","4",1,0.81,0.631,0.3022,0,0.2268,0.2949,0.3522,7,6,3,2,,,,,,,,,,,,
"Canada, Ontario",2019,8,"Primary","TIMSS","Canada, Ontario",9132,"Sex & Language & Wealth","Male",,"No","5",1,0.89,0.538,0.2833,0,0.1515,0.227,0.1945,11,10,5,2,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Female",,"Yes","1",0.9579,0.7111,0.2068,0.0448,0.0195,0.0461,0.0365,0.0171,228,174,58,14,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Female",,"Yes","2",0.9821,0.8473,0.4265,0.1391,0.0122,0.0332,0.0452,0.027,275,236,129,43,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Female",,"Yes","3",0.9917,0.876,0.5686,0.2525,0.0092,0.0401,0.0551,0.0473,159,141,92,40,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Female",,"Yes","4",0.9998,0.9597,0.6419,0.3093,7e-04,0.0151,0.0332,0.0351,338,327,223,104,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Female",,"Yes","5",0.9955,0.9369,0.7638,0.4504,0.0098,0.028,0.0603,0.0585,101,95,76,43,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Female",,"No","1",1,0.8201,0.355,0.0393,0,0.1788,0.2129,0.0849,9,7,2,0,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Female",,"No","2",1,0.9502,0.5254,0.1634,0,0.1079,0.221,0.211,8,8,4,3,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Female",,"No","4",1,1,0.9108,0.6383,0,0,0.0928,0.1734,12,12,10,7,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Female",,"No","5",1,1,0.9778,0.7585,0,0,0.0497,0.167,9,9,9,6,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Male",,"Yes","1",0.9478,0.7652,0.3238,0.1261,0.0222,0.0424,0.0413,0.0352,206,162,64,26,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Male",,"Yes","2",0.986,0.8604,0.4505,0.2058,0.0102,0.0283,0.0448,0.0362,238,207,118,49,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Male",,"Yes","3",0.9893,0.927,0.5525,0.2376,0.0134,0.0268,0.0557,0.0516,121,113,71,27,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Male",,"Yes","4",1,0.9589,0.7054,0.353,0,0.0161,0.0412,0.0404,281,268,207,96,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Male",,"Yes","5",1,0.9406,0.6587,0.3609,0,0.0334,0.0599,0.0653,76,72,49,26,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Male",,"No","1",0.8185,0.7324,0.4483,0.1166,0.1856,0.2071,0.2034,0.1399,9,8,4,1,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Male",,"No","3",1,1,0.6586,0.3137,0,0,0.2502,0.237,6,6,5,1,,,,,,,,,,,,
"Canada, Quebec",2019,8,"Primary","TIMSS","Canada, Quebec",9133,"Sex & Language & Wealth","Male",,"No","4",1,1,0.8519,0.5542,0,0,0.1111,0.224,13,13,11,9,,,,,,,,,,,,
"CHL",2019,8,"Primary","TIMSS","Chile",152,"Sex & Language & Wealth","Female",,"Yes","1",0.4948,0.1368,0.0052,0,0.0506,0.0265,0.0059,0,82,23,2,0,,,,,,,,,,,,
"CHL",2019,8,"Primary","TIMSS","Chile",152,"Sex & Language & Wealth","Female",,"Yes","2",0.6199,0.2149,0.0266,0,0.0653,0.0405,0.0185,0,95,32,4,0,,,,,,,,,,,,
"CHL",2019,8,"Primary","TIMSS","Chile",152,"Sex & Language & Wealth","Female",,"Yes","3",0.7503,0.2494,0.0237,0.0025,0.0444,0.047,0.0178,0.0076,98,37,4,0,,,,,,,,,,,,
"CHL",2019,8,"Primary","TIMSS","Chile",152,"Sex & Language & Wealth","Female",,"Yes","4",0.7924,0.3568,0.0746,0.021,0.0457,0.0561,0.0266,0.0129,93,40,10,3,,,,,,,,,,,,
"CHL",2019,8,"Primary","TIMSS","Chile",152,"Sex & Language & Wealth","Female",,"Yes","5",0.8538,0.5175,0.1385,0.0191,0.0521,0.0694,0.0379,0.0142,116,82,19,1,,,,,,,,,,,,
"CHL",2019,8,"Primary","TIMSS","Chile",152,"Sex & Language & Wealth","Male",,"Yes","1",0.5149,0.1807,0.0168,9e-04,0.0516,0.0386,0.0152,0.003,73,27,2,0,,,,,,,,,,,,
"CHL",2019,8,"Primary","TIMSS","Chile",152,"Sex & Language & Wealth","Male",,"Yes","2",0.6661,0.2618,0.0322,0.0019,0.05,0.0512,0.0151,0.0031,106,44,5,0,,,,,,,,,,,,
"CHL",2019,8,"Primary","TIMSS","Chile",152,"Sex & Language & Wealth","Male",,"Yes","3",0.7423,0.3306,0.0332,0.0079,0.0653,0.0534,0.0202,0.0078,82,37,5,1,,,,,,,,,,,,
"CHL",2019,8,"Primary","TIMSS","Chile",152,"Sex & Language & Wealth","Male",,"Yes","4",0.7754,0.4328,0.1215,0.0482,0.0604,0.0491,0.0409,0.0266,102,62,18,7,,,,,,,,,,,,
"CHL",2019,8,"Primary","TIMSS","Chile",152,"Sex & Language & Wealth","Male",,"Yes","5",0.9379,0.6506,0.2424,0.0923,0.0283,0.0618,0.0564,0.0337,111,82,30,13,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Female",,"Yes","1",0.8347,0.45,0.0943,0.0265,0.0301,0.0354,0.0227,0.0193,197,109,25,4,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Female",,"Yes","2",0.9128,0.6563,0.2677,0.0758,0.0186,0.0395,0.0305,0.0178,263,193,81,22,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Female",,"Yes","3",0.9549,0.75,0.3297,0.096,0.014,0.025,0.0279,0.0167,373,288,130,35,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Female",,"Yes","4",0.9844,0.85,0.4645,0.1968,0.0119,0.0358,0.053,0.0362,208,177,93,39,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Female",,"Yes","5",0.9939,0.8902,0.5445,0.2524,0.0098,0.0293,0.0459,0.0385,141,126,77,31,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Female",,"No","1",0.601,0.2301,0.0461,0,0.226,0.1444,0.0472,0,7,3,1,0,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Female",,"No","2",0.8033,0.5618,0.2401,0.1155,0.1711,0.1879,0.1409,0.1356,10,8,3,1,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Female",,"No","3",0.8413,0.6607,0.3877,0.1123,0.1372,0.1372,0.121,0.0869,16,15,8,3,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Female",,"No","4",1,1,0.8339,0.4868,0,0,0.1589,0.2066,7,7,6,3,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Female",,"No","5",0.9823,0.7899,0.6391,0.3196,0.0585,0.1345,0.1796,0.1836,9,7,5,3,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Male",,"Yes","1",0.7472,0.4208,0.1063,0.0312,0.0387,0.0382,0.0253,0.0135,202,114,27,8,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Male",,"Yes","2",0.881,0.6136,0.2578,0.0852,0.0317,0.0435,0.0315,0.0195,260,178,73,24,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Male",,"Yes","3",0.9342,0.7223,0.3549,0.1506,0.0239,0.0281,0.0276,0.0308,331,249,123,51,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Male",,"Yes","4",0.9874,0.862,0.4972,0.2557,0.0097,0.0358,0.0422,0.0457,166,146,82,43,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Male",,"Yes","5",0.9688,0.8971,0.6358,0.3159,0.0213,0.0324,0.0479,0.0544,115,107,78,35,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Male",,"No","1",0.6056,0.215,0.0141,0,0.1436,0.1344,0.0458,0,11,6,0,0,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Male",,"No","2",0.9372,0.683,0.3205,0.0678,0.0707,0.1212,0.1244,0.0623,23,16,7,2,,,,,,,,,,,,
"CYP",2019,8,"Primary","TIMSS","Cyprus",196,"Sex & Language & Wealth","Male",,"No","3",0.9568,0.742,0.4932,0.4088,0.0534,0.1174,0.1136,0.126,16,12,8,8,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Female",,"Yes","1",0.8334,0.5491,0.2598,0.1227,0.03,0.0431,0.0326,0.0294,311,195,88,39,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Female",,"Yes","2",0.9033,0.7203,0.3913,0.1941,0.0186,0.0317,0.05,0.0438,387,286,149,69,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Female",,"Yes","3",0.951,0.8289,0.5273,0.2552,0.014,0.0286,0.0423,0.033,372,311,194,91,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Female",,"Yes","4",0.9698,0.8728,0.5864,0.3036,0.0138,0.024,0.0426,0.0387,350,308,196,99,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Female",,"Yes","5",0.9825,0.9004,0.644,0.3987,0.0098,0.0242,0.0331,0.0307,357,321,221,133,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Female",,"No","1",0.8173,0.5954,0.3411,0.2265,0.0686,0.1412,0.1758,0.1752,11,7,5,2,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Female",,"No","2",0.9771,0.8535,0.2686,0.0181,0.0493,0.1427,0.1564,0.0598,11,9,5,0,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Female",,"No","3",0.9066,0.6628,0.3738,0.3452,0.1224,0.2079,0.1614,0.1545,10,8,4,4,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Female",,"No","4",1,1,0.8216,0.4932,0,0,0.1589,0.2085,9,9,7,3,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Female",,"No","5",1,0.9063,0.5597,0.3078,0,0.1117,0.1619,0.1284,16,14,10,5,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Male",,"Yes","1",0.8119,0.5831,0.2755,0.1331,0.0336,0.0417,0.0327,0.0306,298,213,103,48,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Male",,"Yes","2",0.9053,0.7285,0.4398,0.2096,0.022,0.0323,0.0407,0.0396,363,285,166,70,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Male",,"Yes","3",0.938,0.833,0.5999,0.3452,0.0217,0.0324,0.0451,0.0446,324,279,199,101,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Male",,"Yes","4",0.96,0.8386,0.6263,0.3569,0.0095,0.0241,0.0422,0.0417,353,301,211,116,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Male",,"Yes","5",0.9745,0.9056,0.7336,0.5347,0.0115,0.0187,0.0337,0.0436,343,316,240,170,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Male",,"No","1",0.8041,0.693,0.4784,0.2265,0.1025,0.1024,0.1312,0.1262,23,19,12,4,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Male",,"No","2",0.8556,0.531,0.2575,0.1033,0.0889,0.1253,0.0975,0.0719,22,15,8,3,,,,,,,,,,,,
"Dubai,UAE",2019,8,"Primary","TIMSS","Dubai,UAE",7841,"Sex & Language & Wealth","Male",,"No","3",0.9484,0.7437,0.509,0.4541,0.0523,0.1099,0.144,0.1493,18,13,7,6,,,,,,,,,,,,
