year,category,disability,sex,iso_code,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,overage2plus_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,edu0_prim_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,overage2plus_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,edu0_prim_no,survey,preschool_3_m,preschool_3_no,attend_higher_1822_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,comp_lowsec_1524_m,comp_prim_1524_m,comp_upsec_2029_m,edu4_2024_m,eduyears_2024_m,literacy_1524_m,attend_higher_1822_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,comp_lowsec_1524_no,comp_prim_1524_no,comp_upsec_2029_no,edu4_2024_no,eduyears_2024_no,literacy_1524_no,hh_edu_head,preschool_1ybefore_m,preschool_1ybefore_no,country
2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,MNE,,,,,,,,,0,0,0,1,0,1,0,1,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Montenegro
2018,Household education,,,MNE,.99897134,.99752271,.96979612,.65445077,.040957633,.00087150966,.026373737,0,170,194,139,748,342,222,264,242,MICS,.96490598,127,.41891116,.49481073,.34278402,.21619451,.99226356,.9991318,.93447709,0,14.234496,.99380338,256,283,283,296,561,561,531,248,248,501,Completed upper secondary,.94935727,64,Montenegro
2018,Household education,,,MNE,1,1,1,.5970009,.032287836,0,0,.0043817186,49,50,37,245,120,62,68,76,MICS,.93252087,64,.7321496,.86534834,.6466592,.68214399,.99024254,1,.9522512,0,15.037588,.99363554,62,115,115,158,140,140,173,58,58,125,Completed post-secondary or higher,,25,Montenegro
2018,Disability,"At least one sensory, physical or intellectual difficulty",,MNG,.87646174,,,,.0059167915,.085565776,.21302693,.097751074,41,8,0,0,82,65,32,72,MICS,,15,.40255743,.40658823,.38203916,.34833097,.80534089,.96561342,.46808422,.0085643902,11.467252,.80417919,46,101,101,125,72,72,155,52,52,71,,,,Mongolia
2018,Household education,,,MNG,.99817967,.99734902,.92833352,0,.016984239,.034422822,.085205942,.0015938731,133,109,158,703,396,209,118,268,MICS,.95710075,183,.46258372,.50178313,.35969761,.27297714,.98767108,.99672425,.89344674,.0030766977,14.047066,.98912764,236,432,432,245,511,511,745,312,312,486,Completed upper secondary,.78409278,97,Mongolia
2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,MNG,,,,,.011742029,.14298667,,.18916227,22,4,0,0,45,37,14,40,MICS,,10,,,,,,,.55328566,,,,9,25,25,21,16,16,40,15,15,16,,,,Mongolia
2018,Disability,At least one functional difficulty,,MNG,.93586326,,,,.040258147,.059452467,.1598514,.064001463,72,15,0,0,182,111,64,135,MICS,,23,.34336326,.39669353,.37635282,.36086109,.85942513,.93353015,.46545571,.0067352541,11.679521,.89766902,55,122,122,164,156,156,186,60,60,154,,,,Mongolia
2018,Household education,,,MNG,.97542316,.94052517,.67543554,0,.045766369,.062889822,.18250859,.0096638221,683,402,305,2722,1368,953,604,1041,MICS,.9379586,368,.20276918,.28562832,.25866508,.19738452,.88631803,.95519263,.49471688,.02419937,12.071839,.90543056,508,519,519,665,1337,1337,1041,506,506,1281,Completed primary,.70042026,238,Mongolia
2018,Disability & Sex,At least one functional difficulty,Female,MNG,.98620605,,,,.071706608,.010908287,.062663436,.030505206,39,9,0,0,93,52,37,63,MICS,,9,.35300663,.41963658,.39193672,.41880843,.83907408,.9294132,.44241515,.0096319634,11.343202,.87429839,46,93,93,138,110,110,142,45,45,112,,,,Mongolia
2018,Household education,,,MNG,1,.99820429,.91543359,0,.038491592,.030678868,.076947898,.00062908797,273,143,194,1603,1000,393,240,588,MICS,.98570436,470,.59728456,.91574538,.83197922,.8810885,.97735536,.99319381,.9280287,0,15.045156,.98384845,273,833,833,916,714,714,1225,390,390,688,Completed post-secondary or higher,.65070564,237,Mongolia
2018,Household education,,,MNG,.99469227,.96076226,.65803933,0,.043218158,.026937423,.10595852,.0026884673,520,330,314,2299,1232,716,473,819,MICS,.97839618,447,.34246808,.363756,.29150757,.25429043,.9491275,.97626662,.52050245,.002004286,12.909949,.96740961,503,854,854,759,1289,1289,1472,610,610,1250,Completed lower secondary,.75482386,230,Mongolia
2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,MNG,,,,,0,,,.029188003,19,4,0,0,37,28,18,32,MICS,,5,.44256124,.42534322,.39050543,.40321869,.72534925,.95148283,.42748046,.013867504,10.851603,.72303098,37,76,76,104,56,56,115,37,37,55,,,,Mongolia
2018,Household education,,,MNG,.97055364,.75398672,.56606609,0,.041079216,.086493194,.23465903,.01095136,370,158,155,1747,1006,593,279,717,MICS,.92241794,225,.04578935,.20493601,.173039,.23217309,.78215897,.87612188,.34190023,.084468886,10.647427,.84730196,231,431,431,706,641,641,705,254,254,596,Not completed primary,.66032523,153,Mongolia
2018,Disability & Sex,At least one functional difficulty,Male,MNG,.87823576,,,,.0051652933,.10734579,,.10410619,33,6,0,0,89,59,27,72,MICS,,14,,,,,.90480119,.94270962,.5260675,,,.95325857,9,29,29,26,46,46,44,15,15,42,,,,Mongolia
2020,Household education,,,MWI,.83816314,.58372962,.50029045,.32545593,.022484267,.037391365,.16642152,.012096201,627,596,600,3335,1579,870,359,960,MICS,.78194964,397,.069492742,.12171564,.019102477,.012333014,.54173845,.92392915,.61825913,.014420848,10.208965,.6886465,989,1064,1064,828,1998,1998,2107,1033,1033,1936,Completed upper secondary,.13060738,262,Malawi
2020,Disability,At least one functional difficulty,,MWI,.58207631,,,.29771906,.040798601,.12616406,.39392874,.029048942,421,0,0,2005,1097,597,177,708,MICS,.85392535,76,,,,,,,,,,,,,,,,,,,,,,,,Malawi
2020,Household education,,,MWI,.65558696,.4731887,.12696055,.31469008,.043734767,.090071619,.25980657,.015295755,260,301,313,1397,655,399,151,440,MICS,.73816514,166,.022137934,.019467926,.012264957,.01892479,.48464045,.8867982,.097381733,.0075502382,9.2113466,.64691687,498,358,358,292,915,915,852,488,488,888,Completed lower secondary,.13028806,106,Malawi
2020,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,MWI,.5109247,,,.2859219,.057932276,.14826052,.45451438,.022494722,86,0,0,421,230,128,30,151,MICS,,20,,,,,,,,,,,,,,,,,,,,,,,,Malawi
2020,Disability,"At least one sensory, physical or intellectual difficulty",,MWI,.61276728,,,.27176657,.041960336,.12038231,.42053181,.044236396,169,0,0,855,483,245,59,312,MICS,,25,,,,,,,,,,,,,,,,,,,,,,,,Malawi
2020,Disability & Sex,At least one functional difficulty,Female,MWI,.65448421,,,.27753618,.02680913,.11069068,.34112766,.038011353,191,0,0,969,542,264,91,345,MICS,,20,,,,,,,,,,,,,,,,,,,,,,,,Malawi
2020,Disability & Sex,At least one functional difficulty,Male,MWI,.52887452,,,.31502044,.052780624,.13896962,.43890509,.02124366,230,0,0,1036,555,333,86,363,MICS,.80942261,56,,,,,,,,,,,,,,,,,,,,,,,,Malawi
2020,Household education,,,MWI,.56965375,.19342151,.094318137,.35182881,.051581975,.069140993,.28396329,.055974711,2256,2127,1847,11233,5814,3366,1233,3768,MICS,.72885567,1120,.0077445917,.036403924,.033643711,.039798629,.14631622,.76012474,.07717403,.057963815,7.0809393,.48767117,3292,2357,2357,2017,6443,6443,5301,2891,2891,6398,Completed primary,.18569849,821,Malawi
2020,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,MWI,.71420181,,,.2573337,.025987603,.091564126,,.065582663,83,0,0,434,253,117,29,161,MICS,,5,,,,,,,,,,,,,,,,,,,,,,,,Malawi
2020,Household education,,,MWI,.93058163,.77420026,.6517362,.43729007,.018666804,.027643381,.16422251,.014476317,158,184,166,798,317,214,98,200,MICS,.75930363,109,.26045093,.52884507,.2768198,.41382095,.70897692,.95699155,.70397294,.0071058869,11.907498,.78544569,298,267,267,201,599,599,576,309,309,573,Completed post-secondary or higher,.14301158,52,Malawi
2020,Household education,,,MWI,.34838161,.09998291,.051151682,.40560421,.092868522,.1554005,.43842411,.11422641,2974,2431,1729,13578,7746,4535,1577,5138,MICS,.73254287,986,.0046743872,.14664201,.14526652,.18060333,.07481508,.41000175,.038944196,.28301114,5.2482524,.42593089,3276,2027,2027,1883,6962,6962,4660,2410,2410,7053,Not completed primary,.22142012,928,Malawi
2021,Disability,"At least one sensory, physical or intellectual difficulty",,NGA,,,,,,,,,,,,,,,,,MICS,.6753248,41,,,,,,,,,,,,,,,,,,,,,,,,Nigeria
2021,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,NGA,,,,,,,,,,,,,,,,,MICS,,21,,,,,,,,,,,,,,,,,,,,,,,,Nigeria
2021,Disability & Sex,At least one functional difficulty,Male,NGA,,,,,,,,,,,,,,,,,MICS,.62348688,55,,,,,,,,,,,,,,,,,,,,,,,,Nigeria
2021,Household education,,,NGA,0,0,0,.50509036,.32060185,.24954829,.34176204,.18369995,1852,1529,1850,40239,29040,11620,9729,17440,MICS,.74671185,5039,.13897289,1,1,1,0,0,0,,,.79467106,10070,9809,9809,9078,5259,5259,5190,,,25659,Not completed primary,.50970101,3410,Nigeria
2021,Disability & Sex,At least one functional difficulty,Female,NGA,,,,,,,,,,,,,,,,,MICS,.72732681,46,,,,,,,,,,,,,,,,,,,,,,,,Nigeria
2021,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,NGA,,,,,,,,,,,,,,,,,MICS,,20,,,,,,,,,,,,,,,,,,,,,,,,Nigeria
2021,Disability,At least one functional difficulty,,NGA,,,,,,,,,,,,,,,,,MICS,.67159688,101,,,,,,,,,,,,,,,,,,,,,,,,Nigeria
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,NPL,,,,,0,,,,6,12,0,12,40,12,14,25,MICS,,4,,,,,,,,,,,,,,,,,,,,,,,,Nepal
2019,Household education,,,NPL,,,,.039937224,.12910964,0,.074156038,.015916785,28,29,18,62,63,33,40,43,MICS,.75875401,30,.52993107,.48853606,0,.015279797,.96925431,.98754096,.77188259,.0084594609,11.228565,.96929651,35,67,67,74,86,86,111,44,44,86,Completed post-secondary or higher,,15,Nepal
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,NPL,,,,,,,,,9,14,0,16,27,12,18,15,MICS,,2,,,,,,,,,,,,,,,,,,,,,,,,Nepal
2019,Disability,At least one functional difficulty,,NPL,.90282303,.67164397,,.88636655,.012485724,.015920628,.16126652,.57278126,172,157,0,324,480,222,235,333,MICS,,18,,,,,,,,,,,,,,,,,,,,,,,,Nepal
2019,Household education,,,NPL,.73384815,.63279629,.2673761,.31185821,.2769556,.079546459,.21123514,.13824649,1455,1293,1211,2647,2245,1548,1797,1881,MICS,.83110785,659,.063103043,.3053273,.25080103,.48145422,.61899459,.81944817,.24176413,.072685584,8.5298414,.7006197,1737,1413,1413,1102,3787,3787,3135,1530,1530,3793,Not completed primary,.78168106,370,Nepal
2019,Household education,,,NPL,.90681839,.85503513,.48759812,.1459424,.24781284,.017195491,.081329033,.058709972,527,447,444,957,961,532,635,692,MICS,.85752547,424,.14934395,.1532881,.045382783,.06874612,.87649369,.95644879,.37546924,.01948176,9.9741392,.89979714,733,836,836,724,1531,1531,1628,778,778,1525,Completed lower secondary,.8452341,237,Nepal
2019,Disability,"At least one sensory, physical or intellectual difficulty",,NPL,,,,,.0078566214,,.31380755,.6610446,15,26,0,28,67,24,32,40,MICS,,6,,,,,,,,,,,,,,,,,,,,,,,,Nepal
2019,Disability & Sex,At least one functional difficulty,Female,NPL,.95209235,.67781097,,.89840055,.011552835,.0082783448,.15369965,.5622322,84,83,0,162,210,100,121,152,MICS,,6,,,,,,,,,,,,,,,,,,,,,,,,Nepal
2019,Disability & Sex,At least one functional difficulty,Male,NPL,.84437692,.66447192,,.87523615,.013221771,.023215204,.16986322,.58182412,88,74,0,162,270,122,114,181,MICS,,12,,,,,,,,,,,,,,,,,,,,,,,,Nepal
2019,Household education,,,NPL,.96908218,.95043099,.86065012,.089188285,.21238551,.041502561,.055890121,.025762634,206,181,204,447,465,206,245,282,MICS,.89880931,245,.44784787,.22493614,.016216606,.02521174,.95484006,.99269331,.83596981,.0035704707,11.528658,.95573413,350,501,501,450,730,730,922,419,419,710,Completed upper secondary,.85738909,120,Nepal
2019,Household education,,,NPL,.84625959,.75985593,.41014495,.19630307,.22290204,.030142806,.13671565,.069624059,422,319,315,789,667,457,479,524,MICS,.81175512,283,.12253255,.11702368,.069226235,.13678087,.71021116,.93092942,.29269969,.024044661,9.0345659,.76372707,475,546,546,575,1026,1026,1058,491,491,1013,Completed primary,.76981533,152,Nepal
2019,Household education,,,PSE,.98867637,.91897708,.62200588,,.14551489,.065364443,,0,38,38,34,,37,77,26,45,MICS,,8,.29108623,.41989625,.20779061,,.90305179,.9576878,.64843285,0,12.671532,.94241816,62,46,46,25,133,133,107,61,61,135,Not completed primary,,9,Palestine
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,PSE,,,,,,,,,,,,,,,,,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Palestine
2019,Disability,At least one functional difficulty,,PSE,,,,,,,,,,14,15,,,,,,MICS,,10,,,,.13855423,.91170001,.91170001,.65103412,,,.94357324,22,20,20,33,34,34,44,22,22,34,,,,Palestine
2019,Disability,"At least one sensory, physical or intellectual difficulty",,PSE,,,,,,,,,,10,14,,,,,,MICS,,5,,,,,,,.66634172,,,,18,18,18,26,29,29,40,20,20,29,,,,Palestine
2020,Disability,"At least one sensory, physical or intellectual difficulty",,PSE,,,,.062218845,0,.07498081,,.085664116,24,3,0,117,52,44,18,49,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine
2020,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,PSE,,,,.065605134,0,,,,14,1,0,70,32,26,11,27,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine
2019,Disability & Sex,At least one functional difficulty,Male,PSE,,,,,,,,,,,,,,,,,MICS,,4,,,,,,,,,,,,,,,,,,,,,,,,Palestine
2020,Disability,At least one functional difficulty,,PSE,1,,,.091152109,.017395334,.037523523,.26938522,.017305439,157,28,0,674,261,258,135,217,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine
2020,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,PSE,,,,.057513926,,,,,10,2,0,47,20,18,7,22,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine
2020,Disability & Sex,At least one functional difficulty,Female,PSE,1,,,.067078307,.019562429,0,.28312701,.023160631,63,12,0,260,108,93,52,73,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine
2019,Household education,,,PSE,.99764204,.97708076,.68013245,,.025270985,.04910199,.29636934,.0034700148,793,620,577,,1141,1608,461,1123,MICS,.9286496,286,.26490748,.28406593,.14903538,.11466378,.97672087,.99517298,.55583727,0,12.597198,.98173559,992,847,847,627,2122,2122,1822,972,972,2142,Completed lower secondary,.60759819,264,Palestine
2019,Household education,,,PSE,.99668229,.98575377,.91569585,,.01433948,.011292346,.045208815,.0029529098,464,355,304,,855,944,258,710,MICS,.96901745,239,.62073582,.83627379,.72565407,.83067691,.98839265,.99783641,.92417669,0,14.444587,.9906956,554,647,647,594,1183,1183,1186,539,539,1178,Completed post-secondary or higher,.58940065,225,Palestine
2019,Household education,,,PSE,.99759334,.98531353,.80621403,,.020399267,.031419523,.25410581,.0026192549,1369,1174,1107,,1934,2639,810,1789,MICS,.94021678,493,.36586738,.47521448,.2323509,.17654246,.98717391,.99518216,.83196276,0,13.235175,.99278861,1908,1521,1521,1075,3855,3855,3346,1818,1818,3892,Completed upper secondary,.57990927,427,Palestine
2020,Disability & Sex,At least one functional difficulty,Male,PSE,1,,,.10585867,.015771946,.060577694,.26380533,.014722307,94,16,0,414,153,165,83,144,MICS,,,,,,,,,,,,,,,,,,,,,,,,,,Palestine
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,PSE,,,,,,,,,,10,14,,,,,,MICS,,4,,,,,,,.66634172,,,,18,18,18,26,29,29,40,20,20,29,,,,Palestine
2019,Household education,,,PSE,.99737537,.96400189,.54867941,,.021863252,.092470922,.37306395,.011765632,209,203,175,,284,415,140,283,MICS,.85827297,47,.19791795,.27585194,.12106948,.08811266,.94189399,.98913461,.54181862,0,12.065845,.95045143,305,197,197,130,631,631,486,286,286,639,Completed primary,.57912874,62,Palestine
2019,Disability & Sex,At least one functional difficulty,Female,PSE,,,,,,,,,,14,15,,,,,,MICS,,6,,,,.13855423,.91170001,.91170001,.65103412,,,.94357324,22,20,20,33,34,34,44,22,22,34,,,,Palestine
2017,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,SLE,,,,.23202994,.009663647,,,.083470643,18,1,0,224,124,28,10,60,MICS,,2,,,,,.21542789,.3085869,.12997666,,,,6,28,28,24,37,37,53,8,8,26,,,,Sierra Leone
2017,Disability & Sex,At least one functional difficulty,Female,SLE,.83689034,,,.31603587,.016562846,.066034973,.18454063,.094077341,149,11,0,928,514,178,91,327,MICS,,8,,.60050011,.5701974,.52938575,.29063684,.6680249,.10169869,,,.35683799,14,34,34,33,252,252,69,13,13,341,,,,Sierra Leone
2017,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,SLE,,,,.16802108,.0067184428,,,.24558358,11,0,0,180,104,19,4,56,MICS,,1,,,,,,,,,,,10,4,4,9,16,16,15,10,10,16,,,,Sierra Leone
2017,Household education,,,SLE,.76434535,.44558504,.11339213,.44044599,.088999406,.1479075,.31120729,.073799737,319,350,307,1640,864,342,416,528,MICS,.37177831,167,.0094790896,.24798551,.24049717,.27060366,.36181343,.76882821,.087972984,.035963595,8.7501802,.42526412,433,439,439,328,1098,1098,986,438,438,1062,Completed primary,.24758603,105,Sierra Leone
2017,Household education,,,SLE,.83967215,.69063747,.51972234,.53552723,.093253873,.084599294,.24935389,.042521082,189,274,278,1121,470,223,282,294,MICS,.75951231,104,.07527069,.29614258,.14180943,.1571504,.72783315,.8818174,.60175824,.01354238,11.815572,.71226072,382,399,399,276,859,859,870,432,432,823,Completed upper secondary,.29230914,61,Sierra Leone
2017,Disability,"At least one sensory, physical or intellectual difficulty",,SLE,,,,.2040787,.0083291288,.097982869,,.16525093,29,1,0,404,228,47,14,116,MICS,,3,,.55091429,.51922935,.4338178,.23541492,.43366209,.13053557,,,.26116827,16,32,32,33,53,53,68,18,18,42,,,,Sierra Leone
2017,Household education,,,SLE,.84471738,.67247337,.49375376,.57020897,.053807244,.073446073,.14933911,.026423698,277,254,213,1309,500,278,343,316,MICS,.71815455,120,.1470421,.58088297,.28657845,.38555202,.6872794,.89843196,.53160834,.0061091715,11.873111,.67083836,358,294,294,307,774,774,645,321,321,808,Completed post-secondary or higher,.15690245,71,Sierra Leone
2017,Disability,At least one functional difficulty,,SLE,.81842697,,,.3067089,.018171825,.077861309,.15166317,.13544942,275,16,0,1841,1066,337,169,735,MICS,,21,,.60050011,.5701974,.52938575,.28523585,.68594307,.10169869,,,.35278732,14,34,34,33,419,419,69,13,13,614,,,,Sierra Leone
2017,Disability & Sex,At least one functional difficulty,Male,SLE,.79712236,,,.29691681,.019800397,.091303915,.11631156,.17457284,126,5,0,913,552,159,78,408,MICS,,13,,,,,.27676329,.7140516,,,,.34716931,,,,,167,167,,,,273,,,,Sierra Leone
2017,Household education,,,SLE,.56864667,.35556257,.12438496,.39687148,.22489363,.23376164,.43909329,.18090051,2192,2111,1361,10191,7063,2581,2704,4139,MICS,.29822379,741,.016439361,.71900141,.70223475,.80383074,.30321997,.54272979,.080053851,.077682771,8.779171,.4017179,1600,2429,2429,2467,5957,5957,4987,1334,1334,6047,Not completed primary,.10140898,734,Sierra Leone
2017,Household education,,,SLE,.76743615,.55555212,.17075296,.47791651,.087887086,.087150835,.31351459,.052815169,323,506,458,1860,844,336,547,493,MICS,.54542381,184,.033522099,.21135274,.17733257,.19011819,.61472267,.83606631,.12607728,.021723842,10.212588,.64115149,678,644,644,408,1526,1526,1454,718,718,1416,Completed lower secondary,.17103247,124,Sierra Leone
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,SRB,,,,,,,,,1,0,0,0,2,2,0,2,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Serbia
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,SRB,,,,,,,,,6,0,0,0,6,7,5,6,MICS,,3,,,,,,,,,,,,,,,,,,,,,,,,Serbia
2019,Household education,,,SRB,1,1,.94541335,0,0,0,.062566712,0,47,61,56,233,122,87,70,89,MICS,.92818487,150,.81688589,.85008699,.55111015,.69849598,.99046433,1,.96197444,0,14.42441,.99493307,80,147,147,335,178,178,237,90,90,195,Completed post-secondary or higher,.33045489,47,Serbia
2019,Disability & Sex,At least one functional difficulty,Male,SRB,,,,,,,,,15,3,0,0,13,16,12,16,MICS,,3,,,,,,,,,,,,,,,,,,,,,,,,Serbia
2019,Disability,At least one functional difficulty,,SRB,,,,,,,,,22,3,0,0,19,26,15,24,MICS,,4,,,,,,,,,,,,,,,,,,,,,,,,Serbia
2019,Household education,,,SRB,1,1,.94014555,0,0,0,.092340961,0,144,140,172,468,245,205,178,222,MICS,.98218036,141,.6335519,.44066498,.23519419,.18521442,1,1,.89901048,0,13.503376,.9971593,234,357,357,354,485,485,615,258,258,514,Completed upper secondary,0,65,Serbia
2019,Household education,,,SRB,,,,0,,,,,11,12,9,34,14,17,13,12,MICS,,3,0,,,,.65027976,.95904678,,,,.81311005,13,15,15,16,30,30,29,13,13,34,Completed primary,,9,Serbia
2019,Disability,"At least one sensory, physical or intellectual difficulty",,SRB,,,,,,,,,7,0,0,0,8,9,5,8,MICS,,4,,,,,,,,,,,,,,,,,,,,,,,,Serbia
2019,Household education,,,SRB,,,,,,,,,4,3,3,19,11,6,1,7,MICS,,,,,,,,,,,,,4,8,8,10,10,10,15,5,5,10,Not completed primary,,3,Serbia
2019,Disability & Sex,At least one functional difficulty,Female,SRB,,,,,,,,,7,0,0,0,6,10,3,8,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,Serbia
2019,Household education,,,SRB,.99159157,.97605747,.68698579,0,0,.013716961,.24924815,0,155,116,140,465,223,218,165,236,MICS,.98011899,121,.2574355,.2496314,.11264702,.051789902,.9819926,.99329883,.60088646,0,12.062395,.99366003,169,332,332,432,432,432,555,221,221,462,Completed lower secondary,.010668322,68,Serbia
2019,Disability,At least one functional difficulty,,STP,.83243793,,,.32634056,.023125645,.11201219,.19819544,.026640547,91,20,0,368,212,100,81,134,MICS,,16,,,,,,,,,,,,,,,,,,,,,,,,S. Tome/Principe
2019,Disability,"At least one sensory, physical or intellectual difficulty",,STP,.9065575,,,.3049171,.023643441,.081285261,,.05183823,35,3,0,149,91,41,26,68,MICS,,2,,,,,,,,,,,,,,,,,,,,,,,,S. Tome/Principe
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,STP,,,,.32514161,.023790453,,,.040349577,11,1,0,67,44,18,8,34,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,S. Tome/Principe
2019,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,STP,,,,.28674334,.023520999,,,.063862339,24,2,0,82,47,23,18,34,MICS,,1,,,,,,,,,,,,,,,,,,,,,,,,S. Tome/Principe
2019,Household education,,,STP,.97462636,.93327099,.7222814,.51022655,.074992426,0,.10656616,0,78,61,73,401,193,89,72,127,MICS,.8941642,60,.078544006,.28297901,.049993049,.018239938,.91689098,.9361707,.76444715,.0080586942,12.317953,.97402209,114,95,95,85,223,223,204,110,110,224,Completed upper secondary,,28,S. Tome/Principe
2019,Household education,,,STP,.90522224,.92647129,.53783387,.46933976,.092521049,.045096625,.16402273,.014384166,178,157,120,877,474,200,168,298,MICS,.92109495,115,.032702267,.112395,.053101953,.047767453,.88143939,.90034157,.27418739,.020732876,11.122585,.93445385,225,210,210,168,476,476,411,200,200,486,Completed lower secondary,.74823499,67,S. Tome/Principe
2019,Household education,,,STP,.89797252,.83261973,.38863853,.46177027,.09601257,.044789605,.14801298,.013592054,74,54,34,279,139,72,60,103,MICS,.91463888,32,.021905145,.056919325,.010255926,.063445896,.72240663,.91260409,.19409244,.049788121,9.3839941,.91966903,72,56,56,47,158,158,114,59,59,165,Completed primary,,16,S. Tome/Principe
2019,Disability & Sex,At least one functional difficulty,Female,STP,.92221045,,,.32641098,.010940872,.045997076,.20660408,.035599153,51,16,0,185,100,46,53,64,MICS,,6,,,,,,,,,,,,,,,,,,,,,,,,S. Tome/Principe
2019,Disability & Sex,At least one functional difficulty,Male,STP,.75093466,,,.3262766,.03438532,.15718496,,.019296916,40,4,0,183,112,54,28,70,MICS,,10,,,,,,,,,,,,,,,,,,,,,,,,S. Tome/Principe
2019,Household education,,,STP,.82811171,.7806586,.44009951,.47881147,.12537649,.079322837,.18881671,.03488132,458,356,250,2012,1054,553,422,733,MICS,.90230513,185,.027456336,.16019697,.085062005,.094488941,.72405869,.76381832,.27643117,.087602146,9.9535465,.87876457,451,287,287,360,1013,1013,655,362,362,1031,Not completed primary,.80518931,111,S. Tome/Principe
2019,Household education,,,STP,.95430344,.96459049,.77947915,.49863744,.099581093,.011633238,.082437143,.012629951,65,57,54,315,161,55,62,93,MICS,.96554172,61,.15395229,.72347486,.28478053,.35968077,.91907257,.9441756,.79233879,.024441566,13.246456,.97141516,93,86,86,78,190,190,173,89,89,187,Completed post-secondary or higher,.94073194,31,S. Tome/Principe
2018,Household education,,,SUR,.73141223,.32583025,.18283345,.31987974,.0520567,.12096038,.39784387,.031189555,553,447,337,1842,1176,712,515,765,MICS,.91808838,319,.029832091,.25831413,.24647665,.2846818,.29263115,.77291733,.14482629,.087983564,11.131319,.40242639,667,580,580,530,1419,1419,1120,546,546,1408,Not completed primary,.65153784,221,Suriname
2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Male,SUR,,,,.1635422,.011878328,,,,20,0,0,71,40,23,11,21,MICS,,5,,.32974669,.23616913,,,,.2440739,,,,15,31,31,23,25,25,40,12,12,24,,,,Suriname
2018,Household education,,,SUR,.86052549,.44462943,.27945334,.32327992,.019979062,.054118846,.25763038,.0074797608,469,447,351,1598,1018,633,430,672,MICS,.94351745,310,.062227655,.13425423,.099234924,.10938565,.39725843,.94612557,.22331925,.025978951,12.482864,.40888417,694,632,632,618,1388,1388,1250,628,628,1321,Completed primary,.72993302,214,Suriname
2018,Disability & Sex,"At least one sensory, physical or intellectual difficulty",Female,SUR,,,,.31442574,0,,,,19,0,0,89,52,23,9,26,MICS,,2,,.086628392,.086628392,,.71038872,.912911,.35878295,.095497251,11.750997,.7975688,25,35,35,27,56,56,70,36,36,46,,,,Suriname
2018,Household education,,,SUR,.9249751,.585917,.43546337,.3181175,.0025689071,.025648285,.16144076,.00043558914,119,112,84,448,286,155,112,165,MICS,.93683589,102,.10834367,.44558692,.37214303,.41856652,.57630116,.96426356,.50194174,.012688553,23.042622,.5302009,164,168,168,212,341,341,327,161,161,336,Completed post-secondary or higher,.76288611,55,Suriname
2018,Disability & Sex,At least one functional difficulty,Male,SUR,1,,,.26027039,.0029934435,.11048518,,.070336491,56,0,0,231,136,73,23,87,MICS,,13,,.32974669,.23616913,,.36882517,.91164845,.23640694,,,.46181589,15,31,31,23,68,68,41,13,13,73,,,,Suriname
2018,Disability,"At least one sensory, physical or intellectual difficulty",,SUR,1,,,.24824859,.0047100345,.034128048,,.033467911,39,0,0,160,92,46,20,47,MICS,,7,.29990447,.20929852,.16208212,.31338573,.71022654,.92076904,.3144744,.067377806,11.865082,.77293563,40,66,66,50,81,81,110,48,48,70,,,,Suriname
