"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Language","Location","Wealth","mlevel2_m","mlevel3_m","mlevel4_m","mlevel2_se","mlevel3_se","mlevel4_se","mlevel2_no","mlevel3_no","mlevel4_no","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no","slevel2_m","slevel3_m","slevel4_m","slevel2_se","slevel3_se","slevel4_se","slevel2_no","slevel3_no","slevel4_no"
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.5344,0.1405,0.0247,0.0317,0.0212,0.0084,405,115,12
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.6326,0.195,0.0442,0.0358,0.0206,0.0119,457,147,40
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.6537,0.2271,0.0545,0.032,0.0212,0.0113,459,169,39
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.8042,0.3443,0.1078,0.0258,0.0328,0.0232,591,275,92
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.4513,0.0759,0.0083,0.0367,0.0165,0.0063,279,46,6
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.5419,0.102,0.0157,0.0365,0.0197,0.0075,318,65,13
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.6213,0.167,0.0367,0.0304,0.0265,0.0107,405,107,28
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.7244,0.2395,0.0478,0.0342,0.0307,0.0124,477,183,49
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.8526,0.435,0.1507,0.0247,0.0322,0.0333,531,294,99
"CHL",2013,6,"Primary","TERCE","Chile",152,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.7045,0.3062,0.1004,0.0204,0.0242,0.0143,820,369,123
"CHL",2013,6,"Primary","TERCE","Chile",152,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.7543,0.3679,0.1495,0.0239,0.0257,0.0172,746,377,153
"CHL",2013,6,"Primary","TERCE","Chile",152,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.8135,0.4668,0.2114,0.0268,0.0265,0.0194,807,460,223
"CHL",2013,6,"Primary","TERCE","Chile",152,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.8733,0.5713,0.2984,0.0175,0.0301,0.0263,883,619,339
"CHL",2013,6,"Primary","TERCE","Chile",152,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.9103,0.6714,0.4333,0.0151,0.0327,0.0363,903,727,492
"COL",2013,6,"Primary","TERCE","Colombia",170,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.6281,0.1591,0.033,0.032,0.0246,0.0165,543,123,21
"COL",2013,6,"Primary","TERCE","Colombia",170,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.6965,0.2294,0.0574,0.0355,0.0302,0.0185,622,189,36
"COL",2013,6,"Primary","TERCE","Colombia",170,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.7684,0.2895,0.0705,0.0351,0.0293,0.024,687,264,63
"COL",2013,6,"Primary","TERCE","Colombia",170,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.8181,0.3824,0.1021,0.0348,0.0353,0.0215,735,361,121
"COL",2013,6,"Primary","TERCE","Colombia",170,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.9258,0.5802,0.2424,0.0244,0.0311,0.0325,759,501,230
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.7238,0.2114,0.0391,0.0267,0.0211,0.0093,571,181,33
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.8158,0.3108,0.0628,0.0254,0.0348,0.013,571,218,49
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.8711,0.3789,0.1081,0.0185,0.0284,0.016,606,267,85
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.916,0.4844,0.1685,0.0175,0.0287,0.0197,640,372,147
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.9413,0.6494,0.3075,0.0175,0.028,0.0254,663,482,232
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.146,0.0013,0,0.0197,0.0017,0,109,0,0
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.2393,0.0064,4e-04,0.0247,0.0041,0.0013,182,8,0
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.2877,0.0197,0.0038,0.025,0.0071,0.0069,209,10,1
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.3584,0.0304,0.0018,0.0333,0.0113,0.0017,269,20,1
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.5343,0.0601,0.0041,0.0395,0.0197,0.0025,426,57,5
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.4881,0.1006,0.0176,0.0295,0.0177,0.0098,538,111,19
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.5834,0.1566,0.0391,0.0299,0.021,0.0142,634,152,25
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.6856,0.2414,0.0466,0.0323,0.0391,0.0132,700,243,45
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.7729,0.2957,0.0688,0.0284,0.0263,0.0157,868,320,73
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.8868,0.5028,0.1794,0.0171,0.0255,0.0206,923,508,162
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.3269,0.025,5e-04,0.026,0.0086,9e-04,269,24,1
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.4293,0.0354,0.0026,0.0411,0.0087,0.0025,389,30,3
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.4964,0.053,0.0017,0.0316,0.0142,0.0015,489,51,2
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.6006,0.0994,0.0128,0.0289,0.0155,0.0075,647,101,12
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.8301,0.3432,0.1011,0.0201,0.0323,0.0242,872,336,88
"HND",2013,6,"Primary","TERCE","Honduras",340,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.3778,0.0401,0.0039,0.0318,0.0128,0.0032,287,24,4
"HND",2013,6,"Primary","TERCE","Honduras",340,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.4026,0.0522,0.0059,0.0303,0.0115,0.0044,331,36,5
"HND",2013,6,"Primary","TERCE","Honduras",340,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.5034,0.0824,0.0084,0.0287,0.0186,0.0075,398,57,5
"HND",2013,6,"Primary","TERCE","Honduras",340,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.6091,0.1482,0.0249,0.039,0.0286,0.0099,534,150,30
"HND",2013,6,"Primary","TERCE","Honduras",340,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.8334,0.3215,0.0884,0.0374,0.0312,0.0185,697,314,96
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.6085,0.1243,0.0089,0.0373,0.0184,0.0054,432,83,5
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.7111,0.2149,0.0379,0.0253,0.0247,0.0087,526,145,24
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.7869,0.2786,0.0553,0.0304,0.0248,0.0157,527,193,43
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.8634,0.416,0.0959,0.0172,0.0334,0.02,648,348,90
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.9576,0.6221,0.2402,0.0148,0.0343,0.026,700,490,221
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.3142,0.0203,0.0012,0.0316,0.0064,0.0015,246,18,1
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.4426,0.0439,0.0035,0.0276,0.0194,0.0029,329,36,2
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.4851,0.0543,0.0049,0.0399,0.0131,0.0035,392,48,4
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.5721,0.0799,0.0047,0.0285,0.0149,0.003,458,64,6
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.7159,0.1889,0.0264,0.0261,0.0228,0.0082,603,182,28
"NLE",2013,6,"Primary","TERCE","NLE",,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.6654,0.1723,0.0272,0.0274,0.0192,0.0074,586,146,27
"NLE",2013,6,"Primary","TERCE","NLE",,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.7476,0.2128,0.0328,0.0264,0.023,0.0101,609,186,30
"NLE",2013,6,"Primary","TERCE","NLE",,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.8197,0.317,0.0712,0.021,0.0245,0.0142,707,280,55
"NLE",2013,6,"Primary","TERCE","NLE",,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.8885,0.4473,0.1314,0.013,0.0268,0.0171,760,378,124
"NLE",2013,6,"Primary","TERCE","NLE",,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.9419,0.6096,0.2351,0.0116,0.0228,0.0291,798,516,202
"PAN",2013,6,"Primary","TERCE","Panama",591,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.2527,0.0315,0.0053,0.0267,0.0138,0.0048,195,28,4
"PAN",2013,6,"Primary","TERCE","Panama",591,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.42,0.0695,0.0055,0.0264,0.0184,0.0039,294,50,2
"PAN",2013,6,"Primary","TERCE","Panama",591,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.5461,0.1212,0.0211,0.032,0.0198,0.0096,384,92,10
"PAN",2013,6,"Primary","TERCE","Panama",591,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.6741,0.1833,0.0324,0.0342,0.0257,0.0111,519,156,40
"PAN",2013,6,"Primary","TERCE","Panama",591,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.8311,0.3687,0.1083,0.0269,0.0282,0.0216,598,311,107
"PER",2013,6,"Primary","TERCE","Peru",604,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.3509,0.0415,0.0029,0.0367,0.0123,0.0034,269,29,2
"PER",2013,6,"Primary","TERCE","Peru",604,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.4895,0.0806,0.0085,0.029,0.0139,0.0056,366,53,6
"PER",2013,6,"Primary","TERCE","Peru",604,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.6321,0.1458,0.0189,0.0325,0.0241,0.0073,568,134,19
"PER",2013,6,"Primary","TERCE","Peru",604,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.7621,0.2683,0.0608,0.0236,0.0284,0.0113,746,307,76
"PER",2013,6,"Primary","TERCE","Peru",604,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.8855,0.4371,0.1232,0.0198,0.0292,0.0173,892,503,171
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.2368,0.0216,0.0039,0.0311,0.0083,0.003,168,14,2
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.2739,0.0428,0.0106,0.029,0.0148,0.0074,188,26,3
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.3882,0.0461,0.0028,0.0383,0.0126,0.0034,288,44,2
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.5326,0.0975,0.0139,0.0434,0.0176,0.0059,391,84,11
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.7488,0.2835,0.0632,0.047,0.0487,0.0185,540,211,49
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Wealth","","","",1,,,,,,,,,,,,,,,,,,,0.3957,0.0872,0.0203,0.0501,0.024,0.013,372,74,12
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Wealth","","","",2,,,,,,,,,,,,,,,,,,,0.5429,0.1522,0.0312,0.0555,0.0356,0.017,472,130,27
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Wealth","","","",3,,,,,,,,,,,,,,,,,,,0.7242,0.3165,0.109,0.0504,0.0456,0.0309,591,227,51
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Wealth","","","",4,,,,,,,,,,,,,,,,,,,0.8171,0.3888,0.1207,0.0432,0.0478,0.0282,661,313,118
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Wealth","","","",5,,,,,,,,,,,,,,,,,,,0.8714,0.5361,0.2268,0.0268,0.0461,0.035,716,437,199
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.6192,0.1912,0.0437,0.0249,0.0179,0.0098,855,271,64
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.4629,0.1245,0.0134,0.1899,0.1634,0.0399,10,2,1
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.6525,0.2116,0.0528,0.0289,0.0192,0.0101,869,310,77
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.2548,0.0285,0,0.1729,0.0611,0,4,0,0
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.6142,0.1964,0.0509,0.0301,0.0253,0.0086,772,270,90
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.6574,0.1972,0.0469,0.0265,0.022,0.01,893,322,86
"CHL",2013,6,"Primary","TERCE","Chile",152,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.7785,0.4395,0.2101,0.0194,0.0204,0.0176,1684,1029,532
"CHL",2013,6,"Primary","TERCE","Chile",152,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.6217,0.2822,0.117,0.2216,0.1317,0.1181,11,7,3
"CHL",2013,6,"Primary","TERCE","Chile",152,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.8297,0.4835,0.2325,0.0131,0.0201,0.0167,1878,1181,619
"CHL",2013,6,"Primary","TERCE","Chile",152,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.8968,0.487,0.3286,0.1711,0.237,0.1892,14,8,7
"COL",2013,6,"Primary","TERCE","Colombia",170,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.768,0.3244,0.0991,0.0205,0.0303,0.0147,1625,739,268
"COL",2013,6,"Primary","TERCE","Colombia",170,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.3135,0.2015,0.176,0.1497,0.1508,0.1375,5,2,2
"COL",2013,6,"Primary","TERCE","Colombia",170,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.7552,0.2821,0.0737,0.0314,0.0216,0.0154,1578,644,187
"COL",2013,6,"Primary","TERCE","Colombia",170,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.6093,0.26,0.1413,0.245,0.1601,0.1199,12,6,4
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.8513,0.408,0.1377,0.0175,0.018,0.0108,1447,758,296
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.9259,0.6034,0.3258,0.115,0.1901,0.162,13,9,5
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.8317,0.351,0.1008,0.0161,0.0221,0.0089,1444,685,217
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.9366,0.6227,0.3336,0.1347,0.204,0.1724,12,7,5
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.2948,0.0245,0.0031,0.0231,0.0049,0.0032,539,46,2
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.0996,0.0035,0,0.1065,0.0146,0,6,0,0
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.3284,0.0213,9e-04,0.0263,0.0087,7e-04,593,43,4
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.2299,0.0054,0,0.1277,0.0186,0,8,0,0
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.6682,0.2543,0.0745,0.0223,0.0233,0.0141,1860,731,198
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.5472,0.1451,0.0186,0.0993,0.0981,0.0435,19,5,1
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.6457,0.2102,0.0448,0.0253,0.0209,0.0084,1626,538,109
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.5252,0.1632,0.0657,0.127,0.0936,0.0635,17,8,4
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.5845,0.1505,0.0372,0.0236,0.0154,0.0089,1241,293,63
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.5418,0.0902,0.006,0.1057,0.0523,0.0069,85,3,1
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.5257,0.0984,0.0195,0.026,0.0118,0.0079,1066,198,30
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.3716,0.0772,0.0157,0.1113,0.0561,0.0344,45,4,1
"HND",2013,6,"Primary","TERCE","Honduras",340,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.488,0.1002,0.0194,0.0249,0.0135,0.0053,1008,269,68
"HND",2013,6,"Primary","TERCE","Honduras",340,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.3425,0.0344,0.0112,0.1442,0.0289,0.0124,15,4,3
"HND",2013,6,"Primary","TERCE","Honduras",340,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.5174,0.0937,0.0139,0.0247,0.017,0.0055,1068,267,61
"HND",2013,6,"Primary","TERCE","Honduras",340,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.3139,0.0514,0.0043,0.089,0.0613,0.0071,19,4,0
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.7736,0.3252,0.0875,0.0161,0.0188,0.0097,1254,601,212
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.4064,0.1124,0.0428,0.0812,0.0577,0.0371,31,5,1
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.7925,0.2936,0.0625,0.0171,0.0147,0.0099,1257,561,154
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.4631,0.1165,0.0098,0.1233,0.0604,0.0228,29,8,2
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.5415,0.0913,0.0089,0.0219,0.0121,0.0043,875,167,19
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.2366,0.037,0.0087,0.1108,0.0436,0.0291,7,3,0
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.5018,0.0687,0.0072,0.0241,0.0108,0.0028,932,147,17
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.1043,0.0144,0.0115,0.0574,0.015,0.0152,6,1,0
"NLE",2013,6,"Primary","TERCE","NLE",,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.805,0.3568,0.1075,0.0185,0.0203,0.0106,1554,717,222
"NLE",2013,6,"Primary","TERCE","NLE",,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.828,0.3445,0.0884,0.0126,0.0164,0.0093,1656,701,198
"PAN",2013,6,"Primary","TERCE","Panama",591,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.5419,0.1428,0.0279,0.029,0.0136,0.0064,736,236,63
"PAN",2013,6,"Primary","TERCE","Panama",591,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.1791,0.0478,0.0165,0.0596,0.024,0.0144,32,13,6
"PAN",2013,6,"Primary","TERCE","Panama",591,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.6021,0.1653,0.0353,0.0249,0.0137,0.0092,922,321,84
"PAN",2013,6,"Primary","TERCE","Panama",591,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.1855,0.0431,0.0091,0.0557,0.0286,0.0081,30,9,2
"PER",2013,6,"Primary","TERCE","Peru",604,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.666,0.2098,0.0518,0.0204,0.0174,0.0077,1349,489,151
"PER",2013,6,"Primary","TERCE","Peru",604,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.2143,0.0284,0.0046,0.0444,0.0206,0.0076,35,3,1
"PER",2013,6,"Primary","TERCE","Peru",604,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.6451,0.2029,0.0381,0.0264,0.0179,0.0066,1239,475,111
"PER",2013,6,"Primary","TERCE","Peru",604,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.1335,0.0017,0,0.0332,0.0038,0,18,0,0
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.5998,0.1763,0.0304,0.0455,0.0361,0.0106,366,129,23
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.3016,0.0444,0.0084,0.0279,0.0116,0.0042,309,42,5
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.6118,0.1697,0.0391,0.0432,0.0365,0.0148,399,125,27
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.3376,0.0461,0.0067,0.029,0.0104,0.004,333,46,4
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Language & Sex","Male","Yes","",,,,,,,,,,,,,,,,,,,,0.7215,0.3479,0.1298,0.0375,0.0247,0.0155,1202,530,190
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Language & Sex","Male","No","",,,,,,,,,,,,,,,,,,,,0.3752,0.0735,0.0375,0.1921,0.0562,0.0366,29,7,3
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Language & Sex","Female","Yes","",,,,,,,,,,,,,,,,,,,,0.7038,0.3257,0.1114,0.0375,0.0352,0.0223,1313,562,189
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Language & Sex","Female","No","",,,,,,,,,,,,,,,,,,,,0.4843,0.1554,0.0291,0.1322,0.0731,0.0585,29,9,3
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.6246,0.2094,0.054,0.0279,0.0199,0.0095,773,289,80
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.4679,0.1033,0.0151,0.0519,0.0283,0.007,321,72,14
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.6447,0.2172,0.0563,0.0303,0.0188,0.0102,821,310,84
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Location & Sex","Female","","Rural",,,,,,,,,,,,,,,,,,,,0.5813,0.1514,0.0222,0.0438,0.0276,0.0098,335,101,17
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Location & Sex","Male","","Urban",,,,,,,,,,,,,,,,,,,,0.6302,0.205,0.0528,0.031,0.0266,0.0093,816,298,101
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Location & Sex","Male","","Rural",,,,,,,,,,,,,,,,,,,,0.4675,0.0735,0.0086,0.0495,0.0239,0.0053,145,27,2
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Location & Sex","Female","","Urban",,,,,,,,,,,,,,,,,,,,0.6505,0.197,0.0461,0.0299,0.0212,0.0095,878,329,84
