"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no"
"OMN",2011,4,"Primary","PIRLS","Oman",512,"Language & Sex & Wealth","Male","","Yes",2,0.3411,0.1254,0.0204,0.0294,0.0269,0.01,210,77,16
"OMN",2011,4,"Primary","PIRLS","Oman",512,"Language & Sex & Wealth","Male","","Yes",3,0.3791,0.1519,0.0338,0.0263,0.0222,0.0122,249,96,18
"OMN",2011,4,"Primary","PIRLS","Oman",512,"Language & Sex & Wealth","Male","","Yes",4,0.559,0.2581,0.0538,0.0262,0.0237,0.0137,344,163,39
"OMN",2011,4,"Primary","PIRLS","Oman",512,"Language & Sex & Wealth","Male","","Yes",5,0.7084,0.4371,0.1376,0.0331,0.0297,0.0203,428,264,79
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex & Wealth","Female","","Yes",1,0.9094,0.595,0.1883,0.0191,0.0349,0.0303,414,283,96
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex & Wealth","Female","","Yes",2,0.952,0.7776,0.346,0.0123,0.0263,0.0319,420,345,154
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex & Wealth","Female","","Yes",3,0.9907,0.8925,0.477,0.0051,0.0201,0.0331,431,386,201
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex & Wealth","Female","","Yes",4,0.9947,0.9186,0.5268,0.006,0.017,0.0353,431,391,240
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex & Wealth","Female","","Yes",5,0.9982,0.9649,0.7475,0.0029,0.013,0.0278,427,411,321
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex & Wealth","Male","","Yes",1,0.8781,0.5741,0.1581,0.0194,0.0328,0.0282,402,254,75
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex & Wealth","Male","","Yes",2,0.9268,0.7018,0.2864,0.0184,0.028,0.0288,406,308,128
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex & Wealth","Male","","Yes",3,0.956,0.7782,0.3368,0.0158,0.0327,0.0301,446,372,170
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex & Wealth","Male","","Yes",4,0.9854,0.8512,0.4905,0.0099,0.0223,0.033,469,411,236
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex & Wealth","Male","","Yes",5,0.997,0.9586,0.6983,0.0029,0.0089,0.0355,447,431,311
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex & Wealth","Female","","Yes",1,0.984,0.7914,0.3463,0.0079,0.0352,0.0398,324,251,109
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex & Wealth","Female","","Yes",2,0.9858,0.8868,0.5275,0.0097,0.0265,0.0394,337,298,165
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex & Wealth","Female","","Yes",3,0.9966,0.918,0.5377,0.0035,0.0191,0.0442,335,307,190
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex & Wealth","Female","","Yes",4,0.9964,0.9623,0.6992,0.0035,0.0109,0.0354,365,345,247
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex & Wealth","Female","","Yes",5,0.9985,0.9756,0.7513,0.0031,0.0122,0.048,279,269,215
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex & Wealth","Male","","Yes",1,0.9484,0.7204,0.2637,0.0163,0.0317,0.0406,328,246,108
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex & Wealth","Male","","Yes",2,0.9797,0.8196,0.3919,0.0103,0.0289,0.043,345,278,138
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex & Wealth","Male","","Yes",3,0.9811,0.8493,0.4834,0.0128,0.0314,0.0376,316,268,143
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex & Wealth","Male","","Yes",4,0.987,0.931,0.6026,0.009,0.0164,0.0427,407,386,260
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex & Wealth","Male","","Yes",5,1,0.9318,0.6745,0,0.0252,0.0469,290,275,199
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex & Wealth","Female","","Yes",1,0.4683,0.2009,0.0402,0.0412,0.0404,0.0163,104,37,7
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex & Wealth","Female","","Yes",2,0.6731,0.3564,0.0795,0.048,0.0402,0.0285,137,73,15
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex & Wealth","Female","","Yes",3,0.7623,0.5015,0.1595,0.041,0.0556,0.0301,171,109,37
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex & Wealth","Female","","Yes",4,0.8148,0.5759,0.293,0.0405,0.0491,0.0436,172,122,61
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex & Wealth","Female","","Yes",5,0.9038,0.7242,0.3922,0.0274,0.0484,0.0693,182,144,69
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex & Wealth","Male","","Yes",1,0.4128,0.1795,0.0348,0.0502,0.0353,0.0212,83,35,6
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex & Wealth","Male","","Yes",2,0.5268,0.2548,0.0738,0.0393,0.0397,0.0261,114,54,12
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex & Wealth","Male","","Yes",3,0.7035,0.426,0.1284,0.0482,0.0399,0.0388,134,80,23
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex & Wealth","Male","","Yes",4,0.8198,0.5336,0.2038,0.0342,0.0353,0.0342,167,107,40
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex & Wealth","Male","","Yes",5,0.8634,0.6727,0.3514,0.028,0.0438,0.0532,180,136,61
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex & Wealth","Female","","Yes",1,0.7172,0.4024,0.0957,0.0451,0.0436,0.0238,273,161,43
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex & Wealth","Female","","Yes",2,0.9405,0.7352,0.3054,0.0169,0.0366,0.0402,368,295,126
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex & Wealth","Female","","Yes",3,0.9645,0.8028,0.419,0.0164,0.0287,0.0395,382,327,173
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex & Wealth","Female","","Yes",4,0.9818,0.8731,0.5367,0.0089,0.0251,0.0318,409,372,236
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex & Wealth","Female","","Yes",5,0.9942,0.965,0.7661,0.0057,0.0139,0.0353,379,365,295
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex & Wealth","Male","","Yes",1,0.6844,0.3702,0.1185,0.0412,0.0472,0.0254,298,152,47
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex & Wealth","Male","","Yes",2,0.8662,0.606,0.2094,0.0217,0.0381,0.0331,361,244,84
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex & Wealth","Male","","Yes",3,0.9174,0.7166,0.3453,0.0238,0.0311,0.0319,405,319,159
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex & Wealth","Male","","Yes",4,0.9599,0.8071,0.3906,0.0165,0.034,0.0346,371,313,158
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex & Wealth","Male","","Yes",5,0.9948,0.93,0.6795,0.0048,0.0159,0.0302,428,406,290
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex & Wealth","Female","","Yes",1,0.99,0.8808,0.479,0.0083,0.0233,0.0364,388,341,194
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex & Wealth","Female","","Yes",2,0.9898,0.9222,0.6483,0.0068,0.0157,0.0386,372,346,246
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex & Wealth","Female","","Yes",3,1,0.9684,0.7019,0,0.0141,0.0332,418,407,304
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex & Wealth","Female","","Yes",4,0.9979,0.9705,0.7891,0.004,0.0085,0.0278,446,433,365
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex & Wealth","Female","","Yes",5,0.9995,0.9904,0.8557,0.0015,0.0055,0.0255,381,378,328
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex & Wealth","Male","","Yes",1,0.9692,0.8096,0.4027,0.013,0.0316,0.0302,426,356,178
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex & Wealth","Male","","Yes",2,0.9807,0.8643,0.4907,0.0079,0.0249,0.0403,424,376,219
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex & Wealth","Male","","Yes",3,0.9963,0.9194,0.6274,0.0052,0.0219,0.0345,383,359,251
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex & Wealth","Male","","Yes",4,0.994,0.9476,0.725,0.0066,0.014,0.0242,414,400,303
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex & Wealth","Male","","Yes",5,0.9995,0.9821,0.8006,0.0016,0.0107,0.0296,382,373,307
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex & Wealth","Female","","Yes",1,0.7339,0.395,0.0504,0.0396,0.0474,0.0221,187,108,19
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex & Wealth","Female","","Yes",2,0.7806,0.3913,0.0859,0.0431,0.0517,0.0244,247,135,29
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex & Wealth","Female","","Yes",3,0.7954,0.4702,0.0794,0.0417,0.0543,0.0275,243,151,31
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex & Wealth","Female","","Yes",4,0.8229,0.4898,0.1168,0.0313,0.0412,0.0273,285,169,34
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex & Wealth","Female","","Yes",5,0.9047,0.5962,0.1724,0.025,0.0483,0.0329,325,222,58
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex & Wealth","Male","","Yes",1,0.3198,0.1236,0.0219,0.0469,0.0288,0.0118,118,48,8
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex & Wealth","Male","","Yes",2,0.4513,0.2069,0.0463,0.0484,0.0433,0.0213,139,58,12
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex & Wealth","Male","","Yes",3,0.6161,0.311,0.0889,0.0474,0.0525,0.042,182,98,24
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex & Wealth","Male","","Yes",4,0.6807,0.3855,0.0946,0.0415,0.0431,0.0301,191,116,25
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex & Wealth","Male","","Yes",5,0.7135,0.44,0.1298,0.0465,0.065,0.0395,168,101,26
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex & Wealth","Female","","Yes",1,0.947,0.772,0.4317,0.0115,0.0256,0.0327,498,401,236
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex & Wealth","Female","","Yes",2,0.9861,0.8977,0.6044,0.0065,0.0167,0.0303,583,531,358
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex & Wealth","Female","","Yes",3,0.9941,0.9363,0.6797,0.0037,0.0129,0.0279,543,510,366
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex & Wealth","Female","","Yes",4,0.9899,0.9613,0.8034,0.006,0.0117,0.0241,556,539,457
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex & Wealth","Female","","Yes",5,1,0.9879,0.8928,0,0.0056,0.0167,577,571,513
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex & Wealth","Male","","Yes",1,0.8988,0.6969,0.3788,0.0172,0.0267,0.0284,519,406,224
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex & Wealth","Male","","Yes",2,0.9595,0.8412,0.5018,0.0102,0.0255,0.0269,526,459,270
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex & Wealth","Male","","Yes",3,0.9842,0.9009,0.6199,0.0066,0.017,0.0363,546,491,347
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex & Wealth","Male","","Yes",4,0.9924,0.947,0.7592,0.0064,0.0114,0.0254,531,505,397
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex & Wealth","Male","","Yes",5,0.9953,0.9658,0.8007,0.0038,0.0131,0.0231,529,514,423
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex & Wealth","Female","","Yes",1,0.9297,0.7341,0.2781,0.0252,0.0342,0.0363,436,337,126
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex & Wealth","Female","","Yes",2,0.9892,0.8734,0.4547,0.0069,0.0241,0.0331,455,403,216
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex & Wealth","Female","","Yes",3,0.989,0.9058,0.5043,0.007,0.017,0.0287,505,461,267
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex & Wealth","Female","","Yes",4,0.9975,0.9455,0.6125,0.0043,0.0148,0.0282,487,460,288
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex & Wealth","Female","","Yes",5,0.9996,0.9731,0.7363,0.0012,0.0095,0.0332,471,459,357
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex & Wealth","Male","","Yes",1,0.8981,0.6474,0.2196,0.0228,0.038,0.025,459,333,104
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex & Wealth","Male","","Yes",2,0.9743,0.7957,0.3557,0.0102,0.0225,0.0227,501,405,185
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex & Wealth","Male","","Yes",3,0.9852,0.842,0.4288,0.008,0.0217,0.0302,500,421,211
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex & Wealth","Male","","Yes",4,0.9887,0.9268,0.557,0.0073,0.0178,0.036,477,450,267
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex & Wealth","Male","","Yes",5,0.9986,0.9554,0.7133,0.0023,0.0126,0.0354,485,466,352
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex & Wealth","Female","","Yes",1,0.9709,0.8,0.363,0.0137,0.0317,0.0384,311,254,101
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex & Wealth","Female","","Yes",2,0.9867,0.8507,0.4151,0.0105,0.0397,0.0392,320,279,145
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex & Wealth","Female","","Yes",3,0.9949,0.9329,0.6051,0.0094,0.0207,0.0467,314,294,190
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex & Wealth","Female","","Yes",4,0.9879,0.9469,0.6656,0.0088,0.0236,0.0416,337,323,231
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex & Wealth","Female","","Yes",5,1,0.9902,0.7708,0,0.0065,0.0358,339,335,269
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex & Wealth","Male","","Yes",1,0.9572,0.736,0.2624,0.0161,0.0426,0.0327,358,270,98
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex & Wealth","Male","","Yes",2,0.9649,0.8271,0.4439,0.0201,0.0312,0.0404,313,262,138
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex & Wealth","Male","","Yes",3,0.9909,0.8672,0.4148,0.0067,0.0265,0.036,352,308,149
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex & Wealth","Male","","Yes",4,0.9964,0.9198,0.5612,0.0029,0.0221,0.0533,339,308,197
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex & Wealth","Male","","Yes",5,0.9942,0.9609,0.6575,0.0047,0.0136,0.037,302,294,200
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex & Wealth","Female","","Yes",1,0.731,0.4013,0.0989,0.0337,0.0367,0.0198,209,117,33
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex & Wealth","Female","","Yes",2,0.8661,0.5628,0.182,0.0313,0.0361,0.0338,230,156,48
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex & Wealth","Female","","Yes",3,0.8784,0.6064,0.221,0.0263,0.0396,0.031,283,202,80
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex & Wealth","Female","","Yes",4,0.9117,0.7218,0.367,0.0287,0.0349,0.0366,287,233,123
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex & Wealth","Female","","Yes",5,0.9653,0.86,0.5266,0.0146,0.0289,0.0512,305,277,173
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex & Wealth","Male","","Yes",1,0.5992,0.2708,0.073,0.0399,0.0365,0.0178,185,83,25
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex & Wealth","Male","","Yes",2,0.756,0.416,0.1238,0.0342,0.0447,0.0278,226,133,35
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex & Wealth","Male","","Yes",3,0.7806,0.484,0.1187,0.036,0.0502,0.0276,200,128,36
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex & Wealth","Male","","Yes",4,0.8586,0.5518,0.2245,0.0328,0.0542,0.0386,232,153,57
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex & Wealth","Male","","Yes",5,0.938,0.7921,0.4438,0.0198,0.0311,0.0477,247,203,117
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex & Wealth","Female","","Yes",1,0.9584,0.7913,0.4556,0.015,0.0216,0.0334,359,302,180
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex & Wealth","Female","","Yes",2,0.99,0.9186,0.5544,0.0078,0.0158,0.0336,376,351,206
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex & Wealth","Female","","Yes",3,0.9829,0.923,0.5923,0.011,0.0204,0.0318,366,343,220
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex & Wealth","Female","","Yes",4,0.9936,0.9551,0.721,0.0054,0.0151,0.0283,389,373,287
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex & Wealth","Female","","Yes",5,0.9994,0.9797,0.8204,0.002,0.0109,0.0215,353,346,289
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex & Wealth","Male","","Yes",1,0.9441,0.7482,0.3526,0.0149,0.0289,0.0245,383,307,144
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex & Wealth","Male","","Yes",2,0.9797,0.8451,0.4751,0.0095,0.0234,0.0336,392,330,204
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex & Wealth","Male","","Yes",3,0.984,0.8591,0.4948,0.0083,0.0215,0.0326,401,356,214
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex & Wealth","Male","","Yes",4,0.999,0.915,0.6199,0.0029,0.02,0.0304,415,391,265
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex & Wealth","Male","","Yes",5,0.9965,0.9647,0.7477,0.0039,0.0113,0.0393,398,385,308
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex & Wealth","Female","","Yes",1,0.4496,0.1784,0.0401,0.0623,0.0474,0.0221,93,32,6
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex & Wealth","Female","","Yes",2,0.5105,0.2252,0.0338,0.0551,0.0512,0.0166,93,47,6
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex & Wealth","Female","","Yes",3,0.7846,0.4854,0.1621,0.0366,0.0465,0.0357,161,95,27
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex & Wealth","Female","","Yes",4,0.8663,0.6371,0.2836,0.0353,0.0527,0.0452,181,132,55
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex & Wealth","Female","","Yes",5,0.8893,0.744,0.4171,0.0562,0.0688,0.0689,170,144,81
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex & Wealth","Male","","Yes",1,0.3873,0.1521,0.02,0.0715,0.0458,0.0184,66,21,2
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex & Wealth","Male","","Yes",2,0.3969,0.148,0.0366,0.0537,0.0345,0.0208,78,30,5
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex & Wealth","Male","","Yes",3,0.5814,0.3238,0.0951,0.0642,0.0531,0.0379,104,58,14
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex & Wealth","Male","","Yes",4,0.7194,0.4555,0.1695,0.067,0.0688,0.0444,128,85,30
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex & Wealth","Male","","Yes",5,0.9287,0.7631,0.506,0.0292,0.0491,0.0522,185,148,84
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Location & Wealth","","Urban","Yes",1,0.415,0.1512,0.0206,0.035,0.0294,0.0082,208,79,12
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Location & Wealth","","Urban","Yes",2,0.5589,0.246,0.041,0.0267,0.0275,0.0122,269,131,17
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Location & Wealth","","Urban","Yes",3,0.6437,0.325,0.0722,0.0259,0.026,0.0149,321,171,34
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Location & Wealth","","Urban","Yes",4,0.747,0.4447,0.1295,0.0329,0.0291,0.018,382,230,63
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Location & Wealth","","Urban","Yes",5,0.83,0.5652,0.2404,0.0291,0.034,0.0344,417,297,123
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Location & Wealth","","Rural","Yes",1,0.464,0.2383,0.0544,0.0869,0.0786,0.0457,36,16,2
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Location & Wealth","","Rural","Yes",2,0.5702,0.1877,0.0542,0.0903,0.1,0.0726,28,9,1
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Location & Wealth","","Rural","Yes",3,0.5947,0.2963,0.149,0.1038,0.0902,0.0714,29,15,7
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Location & Wealth","","Rural","Yes",4,0.6191,0.2856,0.0879,0.1116,0.1245,0.0861,22,12,5
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Location & Wealth","","Rural","Yes",5,0.9128,0.7877,0.1723,0.0531,0.0932,0.1124,27,21,5
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Language & Location & Wealth","","Urban","Yes",1,0.9154,0.5901,0.1472,0.016,0.0284,0.0213,618,415,118
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Language & Location & Wealth","","Urban","Yes",2,0.9676,0.7395,0.2577,0.0099,0.023,0.0248,645,503,188
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Language & Location & Wealth","","Urban","Yes",3,0.974,0.7921,0.3442,0.0076,0.0241,0.021,661,540,246
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Language & Location & Wealth","","Urban","Yes",4,0.9791,0.8675,0.4819,0.0077,0.0191,0.0323,671,601,340
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Language & Location & Wealth","","Urban","Yes",5,0.9959,0.9218,0.5847,0.0032,0.0147,0.0267,685,633,398
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Language & Location & Wealth","","Rural","Yes",3,1,0.8,0.3,,,,6,5,2
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Location & Wealth","","Urban","Yes",1,0.4549,0.1751,0.0315,0.0188,0.0154,0.0057,819,330,61
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Location & Wealth","","Urban","Yes",2,0.6056,0.3052,0.0746,0.0198,0.0162,0.0091,1068,560,139
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Location & Wealth","","Urban","Yes",3,0.7302,0.4388,0.1433,0.0147,0.0194,0.012,1313,785,244
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Location & Wealth","","Urban","Yes",4,0.8282,0.5726,0.2383,0.014,0.0193,0.0149,1576,1134,476
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Location & Wealth","","Urban","Yes",5,0.885,0.6865,0.3613,0.0146,0.0203,0.0178,1547,1264,720
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Location & Wealth","","Rural","Yes",1,0.4862,0.1985,0.0382,0.06,0.0446,0.0219,77,28,5
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Location & Wealth","","Rural","Yes",2,0.5341,0.1871,0.0675,0.08,0.0617,0.0488,43,18,3
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Location & Wealth","","Rural","Yes",3,0.6369,0.3247,0.1001,0.07,0.0636,0.0431,46,24,8
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Location & Wealth","","Rural","Yes",4,0.7827,0.5971,0.195,0.0825,0.1064,0.1108,35,22,8
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Location & Wealth","","Rural","Yes",5,0.843,0.6673,0.2826,0.1107,0.1387,0.1603,22,15,5
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Location & Wealth","","Urban","Yes",1,0.8911,0.6774,0.2848,0.0241,0.0288,0.0297,508,382,170
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Location & Wealth","","Urban","Yes",2,0.9514,0.7783,0.4214,0.0125,0.0276,0.0284,530,433,231
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Location & Wealth","","Urban","Yes",3,0.9774,0.8568,0.5158,0.0078,0.0236,0.0333,551,478,286
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Location & Wealth","","Urban","Yes",4,0.9781,0.8955,0.6535,0.0099,0.0181,0.031,556,503,352
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Location & Wealth","","Urban","Yes",5,0.9921,0.9291,0.7054,0.0054,0.0155,0.0342,537,509,399
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Location & Wealth","","Rural","Yes",1,0.934,0.8398,0.2477,0.0671,0.1001,0.1208,13,12,4
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Location & Wealth","","Rural","Yes",2,0.9558,0.7968,0.3836,0.0909,0.1153,0.1537,14,11,5
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Location & Wealth","","Rural","Yes",3,1,0.949,0.5362,0,0.0721,0.2026,16,13,10
