"COUNTRY","year","grade","level","survey","iso_code3","iso_num","category","Wealth","Sex","Language","Location","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel1_se","rlevel2_se","rlevel1_no","rlevel2_no"
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",2,"Female","No","",,,,,,,,,,,,,0.0518,0.0054,0.0248,0.0057,9,1
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",2,"Female","Yes","",,,,,,,,,,,,,0.2561,0.0816,0.035,0.023,92,30
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",2,"Male","No","",,,,,,,,,,,,,0.0465,0.0072,0.035,0.0094,7,2
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",2,"Male","Yes","",,,,,,,,,,,,,0.2252,0.0789,0.0314,0.0185,90,28
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",3,"Female","No","",,,,,,,,,,,,,0.149,0.0507,0.053,0.0332,14,5
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",3,"Female","Yes","",,,,,,,,,,,,,0.3175,0.1282,0.0324,0.0239,132,47
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",3,"Male","No","",,,,,,,,,,,,,0.1036,0.0145,0.0459,0.0152,17,2
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",3,"Male","Yes","",,,,,,,,,,,,,0.2564,0.0842,0.0363,0.0242,95,28
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",4,"Female","No","",,,,,,,,,,,,,0.162,0.0282,0.0513,0.0243,15,4
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",4,"Female","Yes","",,,,,,,,,,,,,0.4083,0.1633,0.0343,0.0277,169,61
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",4,"Male","No","",,,,,,,,,,,,,0.1042,0.0291,0.0404,0.0208,18,6
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",4,"Male","Yes","",,,,,,,,,,,,,0.3117,0.1205,0.0298,0.0217,156,51
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",5,"Female","No","",,,,,,,,,,,,,0.2856,0.1052,0.0642,0.0428,23,8
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",5,"Female","Yes","",,,,,,,,,,,,,0.6309,0.3542,0.0319,0.0375,290,151
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",5,"Male","No","",,,,,,,,,,,,,0.203,0.0618,0.066,0.0401,20,6
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex & Wealth",5,"Male","Yes","",,,,,,,,,,,,,0.5362,0.2876,0.0349,0.0301,267,140
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",1,"Female","No","",,,,,,,,,,,,,0.5685,0.3266,0.075,0.0661,70,43
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",1,"Female","Yes","",,,,,,,,,,,,,0.7089,0.4996,0.0299,0.0383,235,166
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",1,"Male","No","",,,,,,,,,,,,,0.4127,0.2368,0.0524,0.0474,56,34
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",1,"Male","Yes","",,,,,,,,,,,,,0.5603,0.3485,0.0467,0.0427,179,114
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",2,"Female","No","",,,,,,,,,,,,,0.6873,0.4738,0.0538,0.0625,61,47
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",2,"Female","Yes","",,,,,,,,,,,,,0.8016,0.6307,0.0315,0.0376,282,219
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",2,"Male","No","",,,,,,,,,,,,,0.4828,0.2844,0.0609,0.0629,50,31
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",2,"Male","Yes","",,,,,,,,,,,,,0.6622,0.4467,0.0429,0.0429,249,169
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",3,"Female","No","",,,,,,,,,,,,,0.6345,0.4661,0.0721,0.0778,47,34
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",3,"Female","Yes","",,,,,,,,,,,,,0.8752,0.7083,0.0257,0.033,329,274
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",3,"Male","No","",,,,,,,,,,,,,0.6843,0.5121,0.0909,0.0773,44,32
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",3,"Male","Yes","",,,,,,,,,,,,,0.7767,0.5419,0.0303,0.0333,294,208
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",4,"Female","No","",,,,,,,,,,,,,0.7476,0.5603,0.0662,0.0672,58,45
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",4,"Female","Yes","",,,,,,,,,,,,,0.9474,0.8102,0.0129,0.0261,390,340
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",4,"Male","No","",,,,,,,,,,,,,0.637,0.4279,0.0779,0.0722,37,25
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",4,"Male","Yes","",,,,,,,,,,,,,0.8329,0.639,0.0296,0.0364,309,236
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",5,"Female","No","",,,,,,,,,,,,,0.8035,0.6236,0.0636,0.0737,71,55
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",5,"Female","Yes","",,,,,,,,,,,,,0.9638,0.867,0.0154,0.0244,367,336
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",5,"Male","No","",,,,,,,,,,,,,0.7258,0.5606,0.0819,0.0801,53,43
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex & Wealth",5,"Male","Yes","",,,,,,,,,,,,,0.9049,0.7332,0.0197,0.0344,310,250
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",1,"Female","No","",,,,,,,,,,,,,0.0434,0.0077,0.0133,0.0058,19,6
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",1,"Female","Yes","",,,,,,,,,,,,,0.0246,0.0098,0.0251,0.0217,1,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",1,"Male","No","",,,,,,,,,,,,,0.0166,0.0012,0.007,0.0015,12,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",1,"Male","Yes","",,,,,,,,,,,,,0,0,0,0,0,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",2,"Female","No","",,,,,,,,,,,,,0.1369,0.0283,0.0194,0.0082,81,15
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",2,"Female","Yes","",,,,,,,,,,,,,0.0736,0.017,0.0479,0.0269,3,1
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",2,"Male","No","",,,,,,,,,,,,,0.0673,0.0157,0.0149,0.0084,32,6
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",2,"Male","Yes","",,,,,,,,,,,,,0,0,0,0,0,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",3,"Female","No","",,,,,,,,,,,,,0.2182,0.0502,0.0223,0.0115,131,31
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",3,"Female","Yes","",,,,,,,,,,,,,0.1246,0.0448,0.0682,0.0544,4,1
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",3,"Male","No","",,,,,,,,,,,,,0.1058,0.0366,0.0195,0.0105,65,22
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",3,"Male","Yes","",,,,,,,,,,,,,0.0116,0,0.0189,0,1,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",4,"Female","No","",,,,,,,,,,,,,0.2866,0.1074,0.0294,0.0195,157,56
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",4,"Female","Yes","",,,,,,,,,,,,,0.3244,0.139,0.1048,0.0834,8,4
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",4,"Male","No","",,,,,,,,,,,,,0.1998,0.0627,0.0194,0.0143,112,29
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",4,"Male","Yes","",,,,,,,,,,,,,0.1224,0.1043,0.0574,0.057,6,4
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",5,"Female","No","",,,,,,,,,,,,,0.5984,0.3555,0.0313,0.034,312,180
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",5,"Female","Yes","",,,,,,,,,,,,,0.743,0.5415,0.0955,0.1061,28,19
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",5,"Male","No","",,,,,,,,,,,,,0.4749,0.2449,0.0384,0.0339,250,128
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex & Wealth",5,"Male","Yes","",,,,,,,,,,,,,0.7279,0.5736,0.0867,0.112,56,48
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",1,"Female","No","",,,,,,,,,,,,,0.6607,0.4439,0.0747,0.0758,81,61
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",1,"Female","Yes","",,,,,,,,,,,,,0.8967,0.7693,0.026,0.0375,291,252
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",1,"Male","No","",,,,,,,,,,,,,0.5964,0.3596,0.0766,0.0692,81,51
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",1,"Male","Yes","",,,,,,,,,,,,,0.8637,0.6989,0.0277,0.0361,316,251
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",2,"Female","No","",,,,,,,,,,,,,0.8005,0.6029,0.0886,0.1113,27,20
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",2,"Female","Yes","",,,,,,,,,,,,,0.9549,0.8414,0.0145,0.02,422,366
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",2,"Male","No","",,,,,,,,,,,,,0.7224,0.5123,0.0946,0.1505,24,13
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",2,"Male","Yes","",,,,,,,,,,,,,0.9267,0.7969,0.0143,0.0236,430,372
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",3,"Female","No","",,,,,,,,,,,,,0.9392,0.841,0.1066,0.1187,11,9
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",3,"Female","Yes","",,,,,,,,,,,,,0.9592,0.886,0.0104,0.0187,472,433
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",3,"Male","No","",,,,,,,,,,,,,0.7554,0.5169,0.1274,0.1395,13,9
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",3,"Male","Yes","",,,,,,,,,,,,,0.9529,0.8393,0.0118,0.0173,433,378
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",4,"Female","No","",,,,,,,,,,,,,0.9357,0.8687,0.062,0.0949,14,14
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",4,"Female","Yes","",,,,,,,,,,,,,0.97,0.9027,0.0127,0.0184,407,381
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",4,"Male","No","",,,,,,,,,,,,,0.7988,0.6472,0.1167,0.1393,14,12
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",4,"Male","Yes","",,,,,,,,,,,,,0.9698,0.8832,0.0095,0.0189,495,453
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",5,"Female","No","",,,,,,,,,,,,,1,1,0,0,8,8
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",5,"Female","Yes","",,,,,,,,,,,,,0.9857,0.9503,0.0076,0.0121,454,436
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",5,"Male","No","",,,,,,,,,,,,,0.9393,0.9046,0.0562,0.07,20,19
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex & Wealth",5,"Male","Yes","",,,,,,,,,,,,,0.989,0.9567,0.0065,0.0116,470,459
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",1,"Female","","Rural",,,,,,,,,,,,,0.1742,0.0543,0.0304,0.0173,84,24
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",1,"Female","","Urban",,,,,,,,,,,,,0.2167,0.0763,0.0351,0.0248,48,18
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",1,"Male","","Rural",,,,,,,,,,,,,0.113,0.0273,0.0216,0.0115,44,9
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",1,"Male","","Urban",,,,,,,,,,,,,0.1271,0.0344,0.0335,0.0165,20,8
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",2,"Female","","Rural",,,,,,,,,,,,,0.1939,0.0491,0.0353,0.0204,55,19
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",2,"Female","","Urban",,,,,,,,,,,,,0.2592,0.0739,0.0478,0.027,49,15
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",2,"Male","","Rural",,,,,,,,,,,,,0.0933,0.0243,0.0194,0.0124,25,4
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",2,"Male","","Urban",,,,,,,,,,,,,0.1872,0.0433,0.0415,0.0256,32,10
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",3,"Female","","Rural",,,,,,,,,,,,,0.2513,0.087,0.0351,0.0253,73,19
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",3,"Female","","Urban",,,,,,,,,,,,,0.3738,0.1521,0.0403,0.0358,85,33
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",3,"Male","","Rural",,,,,,,,,,,,,0.145,0.0374,0.0283,0.0157,39,11
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",3,"Male","","Urban",,,,,,,,,,,,,0.2065,0.0577,0.0288,0.0188,58,24
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",4,"Female","","Rural",,,,,,,,,,,,,0.288,0.1016,0.0411,0.0439,61,14
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",4,"Female","","Urban",,,,,,,,,,,,,0.4419,0.1822,0.0481,0.0379,131,57
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",4,"Male","","Rural",,,,,,,,,,,,,0.1781,0.0427,0.0412,0.0212,41,6
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",4,"Male","","Urban",,,,,,,,,,,,,0.2919,0.0981,0.0481,0.0377,82,19
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",5,"Female","","Rural",,,,,,,,,,,,,0.4142,0.1632,0.0699,0.0505,32,13
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",5,"Female","","Urban",,,,,,,,,,,,,0.6389,0.3836,0.0381,0.0429,290,175
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",5,"Male","","Rural",,,,,,,,,,,,,0.1989,0.0796,0.0645,0.0412,22,11
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex & Wealth",5,"Male","","Urban",,,,,,,,,,,,,0.5126,0.2688,0.039,0.0305,245,122
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",1,"Female","","Rural",,,,,,,,,,,,,0.0226,0.0049,0.009,0.0044,10,3
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",1,"Female","","Urban",,,,,,,,,,,,,0.0182,0.0068,0.0192,0.0089,2,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",1,"Male","","Rural",,,,,,,,,,,,,0.0207,0.0021,0.01,0.0025,10,2
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",1,"Male","","Urban",,,,,,,,,,,,,0.0177,0,0.0182,0,1,0
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",2,"Female","","Rural",,,,,,,,,,,,,0.0508,0.0063,0.0146,0.0055,15,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",2,"Female","","Urban",,,,,,,,,,,,,0.0753,0.008,0.0405,0.0145,4,0
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",2,"Male","","Rural",,,,,,,,,,,,,0.0328,0.0034,0.0151,0.0056,9,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",2,"Male","","Urban",,,,,,,,,,,,,0.0298,0.004,0.0278,0.0135,2,0
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",3,"Female","","Rural",,,,,,,,,,,,,0.0701,0.0147,0.0272,0.013,25,6
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",3,"Female","","Urban",,,,,,,,,,,,,0.1122,0.0374,0.0476,0.028,11,2
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",3,"Male","","Rural",,,,,,,,,,,,,0.0351,0.0105,0.013,0.0065,18,5
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",3,"Male","","Urban",,,,,,,,,,,,,0.0599,0.0057,0.0295,0.0125,5,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",4,"Female","","Rural",,,,,,,,,,,,,0.14,0.0357,0.0264,0.0131,41,12
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",4,"Female","","Urban",,,,,,,,,,,,,0.1814,0.0509,0.0468,0.0269,21,8
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",4,"Male","","Rural",,,,,,,,,,,,,0.072,0.0126,0.0202,0.0104,25,3
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",4,"Male","","Urban",,,,,,,,,,,,,0.141,0.0358,0.0372,0.0178,25,6
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",5,"Female","","Rural",,,,,,,,,,,,,0.257,0.1037,0.0548,0.035,51,21
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",5,"Female","","Urban",,,,,,,,,,,,,0.3397,0.1054,0.0374,0.0259,84,24
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",5,"Male","","Rural",,,,,,,,,,,,,0.2347,0.0965,0.0624,0.034,64,28
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex & Wealth",5,"Male","","Urban",,,,,,,,,,,,,0.2,0.0639,0.0402,0.02,51,17
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",1,"Female","","Rural",,,,,,,,,,,,,0.1648,0.0479,0.0274,0.0179,67,20
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",1,"Female","","Urban",,,,,,,,,,,,,0.2124,0.0548,0.0664,0.0245,32,9
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",1,"Male","","Rural",,,,,,,,,,,,,0.1694,0.0449,0.0335,0.0178,63,17
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",1,"Male","","Urban",,,,,,,,,,,,,0.1597,0.0631,0.0328,0.0286,25,13
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",2,"Female","","Rural",,,,,,,,,,,,,0.1723,0.0438,0.0285,0.0162,56,15
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",2,"Female","","Urban",,,,,,,,,,,,,0.2372,0.0912,0.0517,0.0356,40,14
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",2,"Male","","Rural",,,,,,,,,,,,,0.1864,0.0609,0.0306,0.0167,66,18
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",2,"Male","","Urban",,,,,,,,,,,,,0.1655,0.0648,0.0464,0.0296,31,12
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",3,"Female","","Rural",,,,,,,,,,,,,0.2797,0.1032,0.0385,0.0263,86,28
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",3,"Female","","Urban",,,,,,,,,,,,,0.2567,0.1109,0.0419,0.0332,57,23
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",3,"Male","","Rural",,,,,,,,,,,,,0.2251,0.0665,0.0317,0.0215,66,18
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",3,"Male","","Urban",,,,,,,,,,,,,0.2041,0.0672,0.0364,0.0243,46,12
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",4,"Female","","Rural",,,,,,,,,,,,,0.3512,0.1358,0.0499,0.0349,76,27
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",4,"Female","","Urban",,,,,,,,,,,,,0.3669,0.13,0.0361,0.0276,103,35
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",4,"Male","","Rural",,,,,,,,,,,,,0.2374,0.0864,0.0392,0.0253,56,18
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",4,"Male","","Urban",,,,,,,,,,,,,0.2828,0.1058,0.0358,0.0261,115,36
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",5,"Female","","Rural",,,,,,,,,,,,,0.4561,0.2106,0.0541,0.0527,52,23
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",5,"Female","","Urban",,,,,,,,,,,,,0.6231,0.356,0.0382,0.0416,256,133
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",5,"Male","","Rural",,,,,,,,,,,,,0.352,0.1505,0.0565,0.05,38,12
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex & Wealth",5,"Male","","Urban",,,,,,,,,,,,,0.5311,0.2887,0.0394,0.034,242,128
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",1,"Female","","Rural",,,,,,,,,,,,,0.6718,0.429,0.0498,0.0633,126,81
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",1,"Female","","Urban",,,,,,,,,,,,,0.668,0.4689,0.0393,0.0439,179,128
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",1,"Male","","Rural",,,,,,,,,,,,,0.4871,0.2668,0.0525,0.0425,104,55
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",1,"Male","","Urban",,,,,,,,,,,,,0.5441,0.3635,0.0522,0.0459,131,93
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",2,"Female","","Rural",,,,,,,,,,,,,0.8059,0.6357,0.0447,0.0562,127,102
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",2,"Female","","Urban",,,,,,,,,,,,,0.7627,0.5778,0.0368,0.0406,216,164
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",2,"Male","","Rural",,,,,,,,,,,,,0.6362,0.4291,0.0715,0.0699,104,73
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",2,"Male","","Urban",,,,,,,,,,,,,0.6195,0.4049,0.0423,0.0394,195,127
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",3,"Female","","Rural",,,,,,,,,,,,,0.834,0.6467,0.0496,0.053,81,63
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",3,"Female","","Urban",,,,,,,,,,,,,0.8321,0.6709,0.0323,0.0388,295,245
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",3,"Male","","Rural",,,,,,,,,,,,,0.7466,0.5278,0.0577,0.0598,96,63
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",3,"Male","","Urban",,,,,,,,,,,,,0.7722,0.5425,0.0309,0.0404,242,177
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",4,"Female","","Rural",,,,,,,,,,,,,0.9714,0.8211,0.0186,0.0465,104,87
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",4,"Female","","Urban",,,,,,,,,,,,,0.8972,0.7534,0.0197,0.0337,344,298
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",4,"Male","","Rural",,,,,,,,,,,,,0.8277,0.591,0.065,0.0821,65,47
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex & Wealth",4,"Male","","Urban",,,,,,,,,,,,,0.7978,0.6121,0.0285,0.033,281,214
